Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Custo Direto
CAMPINAS,ESTÉTICA,Outubro,DRENAGEM,3902.85
CAMPINAS,ESTÉTICA,Outubro,HECCUS,64.80000000000001
CAMPINAS,ESTÉTICA,Outubro,HIDRATAÇÃO,532.68
CAMPINAS,ESTÉTICA,Outubro,LIMPEZA DE PELE,2503.6200000000003
CAMPINAS,ESTÉTICA,Outubro,PEELING DE DIAMANTE,3663.52
CAMPINAS,ESTÉTICA,Outubro,PRÓ- SHAPE,158.8
CAMPINAS,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,57.3
CAMPINAS,ESTÉTICA,Setembro,CARBOXITERAPIA,144.72
CAMPINAS,ESTÉTICA,Setembro,CRIOLIPÓLISE,619.02
CAMPINAS,ESTÉTICA,Setembro,DRENAGEM,2948.82
CAMPINAS,ESTÉTICA,Setembro,HECCUS,216.0
CAMPINAS,ESTÉTICA,Setembro,HIDRATAÇÃO,416.88
CAMPINAS,ESTÉTICA,Setembro,LIMPEZA DE PELE,2543.36
CAMPINAS,ESTÉTICA,Setembro,PEELING DE DIAMANTE,3369.13
CAMPINAS,ESTÉTICA,Setembro,PRÓ- SHAPE,158.8
CAMPINAS,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,143.25
CAMPINAS,LAVIEEN,Abril,LAVIEEN,5418.0
CAMPINAS,LAVIEEN,Agosto,LAVIEEN,12771.0
CAMPINAS,LAVIEEN,Fevereiro,LAVIEEN,8707.5
CAMPINAS,LAVIEEN,Julho,LAVIEEN,7836.75
CAMPINAS,LAVIEEN,Junho,LAVIEEN,10062.0
CAMPINAS,LAVIEEN,Maio,LAVIEEN,9288.0
CAMPINAS,LAVIEEN,Março,LAVIEEN,7643.25
CAMPINAS,LAVIEEN,Novembro,LAVIEEN,4837.5
CAMPINAS,LAVIEEN,Outubro,LAVIEEN,9094.5
CAMPINAS,LAVIEEN,Setembro,LAVIEEN,11126.25
CAMPINAS,MEDICINA ESTÉTICA,Abril,BOTOX POWER,5848.58
CAMPINAS,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,2084.6
CAMPINAS,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,415.09999999999997
CAMPINAS,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,45.82
CAMPINAS,MEDICINA ESTÉTICA,Abril,RADIESSE,2313.54
CAMPINAS,MEDICINA ESTÉTICA,Abril,RETOQUE,0.0
CAMPINAS,MEDICINA ESTÉTICA,Abril,SCULPTRA,5170.900000000001
CAMPINAS,MEDICINA ESTÉTICA,Abril,SECAGEM,135.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,162.46
CAMPINAS,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,7695.5
CAMPINAS,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,115.48
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,31.34
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,4764.8
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,581.14
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,45.82
CAMPINAS,MEDICINA ESTÉTICA,Agosto,RADIESSE,2313.54
CAMPINAS,MEDICINA ESTÉTICA,Agosto,RETOQUE,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,SCULPTRA,6205.08
CAMPINAS,MEDICINA ESTÉTICA,Agosto,SECAGEM,45.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,5540.76
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,189.24
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,1993.92
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,346.44
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,156.7
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,3573.6000000000004
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,134.2
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,1120.77
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,771.18
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,5170.900000000001
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,180.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,162.46
CAMPINAS,MEDICINA ESTÉTICA,Julho,BOTOX POWER,4309.48
CAMPINAS,MEDICINA ESTÉTICA,Julho,DERMAROLLER,115.48
CAMPINAS,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,94.02
CAMPINAS,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,2382.4
CAMPINAS,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,290.57
CAMPINAS,MEDICINA ESTÉTICA,Julho,RADIESSE,771.18
CAMPINAS,MEDICINA ESTÉTICA,Julho,RETOQUE,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,SCULPTRA,3102.54
CAMPINAS,MEDICINA ESTÉTICA,Julho,SECAGEM,135.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,BOTOX POWER,3078.2
CAMPINAS,MEDICINA ESTÉTICA,Junho,DERMAROLLER,230.96
CAMPINAS,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,156.7
CAMPINAS,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,1489.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,290.57
CAMPINAS,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,137.46
CAMPINAS,MEDICINA ESTÉTICA,Junho,RADIESSE,1542.36
CAMPINAS,MEDICINA ESTÉTICA,Junho,RETOQUE,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,SCULPTRA,4136.72
CAMPINAS,MEDICINA ESTÉTICA,Junho,SECAGEM,180.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,BOTOX POWER,4617.3
CAMPINAS,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,1489.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,201.29999999999998
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,373.59
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,91.64
CAMPINAS,MEDICINA ESTÉTICA,Maio,RETOQUE,0.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,SCULPTRA,3102.54
CAMPINAS,MEDICINA ESTÉTICA,Maio,SECAGEM,90.0
CAMPINAS,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,162.46
CAMPINAS,MEDICINA ESTÉTICA,Março,BOTOX POWER,4925.12
CAMPINAS,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,5360.400000000001
CAMPINAS,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,705.67
CAMPINAS,MEDICINA ESTÉTICA,Março,RADIESSE,771.18
CAMPINAS,MEDICINA ESTÉTICA,Março,RETOQUE,0.0
CAMPINAS,MEDICINA ESTÉTICA,Março,SCULPTRA,2068.36
CAMPINAS,MEDICINA ESTÉTICA,Março,SECAGEM,90.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,2462.56
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,31.34
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,2084.6
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,373.59
CAMPINAS,MEDICINA ESTÉTICA,Novembro,RETOQUE,0.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,SCULPTRA,1034.18
CAMPINAS,MEDICINA ESTÉTICA,Novembro,SECAGEM,90.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,162.46
CAMPINAS,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,4001.66
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,31.34
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,2382.4
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,498.12
CAMPINAS,MEDICINA ESTÉTICA,Outubro,RADIESSE,771.18
CAMPINAS,MEDICINA ESTÉTICA,Outubro,RETOQUE,0.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,SCULPTRA,4136.72
CAMPINAS,MEDICINA ESTÉTICA,Outubro,SECAGEM,90.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,3386.02
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,31.34
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,2680.2000000000003
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,456.60999999999996
CAMPINAS,MEDICINA ESTÉTICA,Setembro,RETOQUE,0.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,SCULPTRA,4136.72
CAMPINAS,MEDICINA ESTÉTICA,Setembro,SECAGEM,112.5
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,4413.72
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,759.36
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,2206.86
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1258.12
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,2103.1
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,972.48
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,2278.08
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,463.12
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,2206.86
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,729.36
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,759.36
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,463.12
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,2942.48
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1258.12
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,729.36
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,2024.96
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,926.24
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,7356.2
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,486.24
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,1518.72
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,926.24
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,5884.96
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,420.62
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,1012.48
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,2942.48
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1258.12
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,486.24
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,253.12
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,2206.86
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,420.62
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,1458.72
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,506.24
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,1852.48
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,3678.1
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,243.12
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,926.24
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,4413.72
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,1215.6
COPACABANA,ESTÉTICA,Abril,CARBOXITERAPIA,795.96
COPACABANA,ESTÉTICA,Abril,DRENAGEM,10320.87
COPACABANA,ESTÉTICA,Abril,HECCUS,777.6
COPACABANA,ESTÉTICA,Abril,HIDRATAÇÃO,92.64
COPACABANA,ESTÉTICA,Abril,LIMPEZA DE PELE,3258.6800000000003
COPACABANA,ESTÉTICA,Abril,PEELING DE DIAMANTE,1570.08
COPACABANA,ESTÉTICA,Abril,PRÓ- SHAPE,436.70000000000005
COPACABANA,ESTÉTICA,Abril,RADIOFREQUÊNCIA,200.54999999999998
COPACABANA,ESTÉTICA,Agosto,CARBOXITERAPIA,530.64
COPACABANA,ESTÉTICA,Agosto,DRENAGEM,12720.4
COPACABANA,ESTÉTICA,Agosto,HECCUS,432.0
COPACABANA,ESTÉTICA,Agosto,HIDRATAÇÃO,185.28
COPACABANA,ESTÉTICA,Agosto,LIMPEZA DE PELE,3457.38
COPACABANA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,4088.75
COPACABANA,ESTÉTICA,Agosto,PRÓ- SHAPE,635.2
COPACABANA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,859.5
COPACABANA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,168.84
COPACABANA,ESTÉTICA,Fevereiro,DRENAGEM,11853.1
COPACABANA,ESTÉTICA,Fevereiro,HECCUS,842.4000000000001
COPACABANA,ESTÉTICA,Fevereiro,HIDRATAÇÃO,138.96
COPACABANA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,2424.1400000000003
COPACABANA,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,1373.82
COPACABANA,ESTÉTICA,Fevereiro,PRÓ- SHAPE,516.1
COPACABANA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,974.0999999999999
COPACABANA,ESTÉTICA,Julho,CARBOXITERAPIA,337.68
COPACABANA,ESTÉTICA,Julho,CRIOLIPÓLISE,619.02
COPACABANA,ESTÉTICA,Julho,DRENAGEM,11882.01
COPACABANA,ESTÉTICA,Julho,HECCUS,172.8
COPACABANA,ESTÉTICA,Julho,HIDRATAÇÃO,23.16
COPACABANA,ESTÉTICA,Julho,LIMPEZA DE PELE,4132.96
COPACABANA,ESTÉTICA,Julho,PEELING DE DIAMANTE,3925.2000000000003
COPACABANA,ESTÉTICA,Julho,PRÓ- SHAPE,317.6
COPACABANA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,315.15
COPACABANA,ESTÉTICA,Junho,CARBOXITERAPIA,916.5600000000001
COPACABANA,ESTÉTICA,Junho,DRENAGEM,9569.210000000001
COPACABANA,ESTÉTICA,Junho,HECCUS,1252.8000000000002
COPACABANA,ESTÉTICA,Junho,HIDRATAÇÃO,92.64
COPACABANA,ESTÉTICA,Junho,LIMPEZA DE PELE,2662.58
COPACABANA,ESTÉTICA,Junho,PEELING DE DIAMANTE,2387.83
COPACABANA,ESTÉTICA,Junho,PRÓ- SHAPE,754.3000000000001
COPACABANA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,658.9499999999999
COPACABANA,ESTÉTICA,Maio,CARBOXITERAPIA,892.44
COPACABANA,ESTÉTICA,Maio,CRIOLIPÓLISE,412.68
COPACABANA,ESTÉTICA,Maio,DRENAGEM,11535.09
COPACABANA,ESTÉTICA,Maio,HECCUS,1296.0
COPACABANA,ESTÉTICA,Maio,HIDRATAÇÃO,162.12
COPACABANA,ESTÉTICA,Maio,LIMPEZA DE PELE,3139.46
COPACABANA,ESTÉTICA,Maio,PEELING DE DIAMANTE,1897.18
COPACABANA,ESTÉTICA,Maio,PRÓ- SHAPE,873.4000000000001
COPACABANA,ESTÉTICA,Maio,RADIOFREQUÊNCIA,343.79999999999995
COPACABANA,ESTÉTICA,Março,CARBOXITERAPIA,217.08
COPACABANA,ESTÉTICA,Março,DRENAGEM,11621.82
COPACABANA,ESTÉTICA,Março,HECCUS,864.0
COPACABANA,ESTÉTICA,Março,HIDRATAÇÃO,92.64
COPACABANA,ESTÉTICA,Março,LIMPEZA DE PELE,3974.0
COPACABANA,ESTÉTICA,Março,PEELING DE DIAMANTE,883.1700000000001
COPACABANA,ESTÉTICA,Março,PRÓ- SHAPE,357.3
COPACABANA,ESTÉTICA,Março,RADIOFREQUÊNCIA,716.25
COPACABANA,ESTÉTICA,Novembro,CARBOXITERAPIA,289.44
COPACABANA,ESTÉTICA,Novembro,CRIOLIPÓLISE,1753.89
COPACABANA,ESTÉTICA,Novembro,DRENAGEM,8239.35
COPACABANA,ESTÉTICA,Novembro,HECCUS,172.8
COPACABANA,ESTÉTICA,Novembro,HIDRATAÇÃO,254.76
COPACABANA,ESTÉTICA,Novembro,LIMPEZA DE PELE,1987.0
COPACABANA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,1570.08
COPACABANA,ESTÉTICA,Novembro,PRÓ- SHAPE,714.6
COPACABANA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,429.75
COPACABANA,ESTÉTICA,Outubro,CARBOXITERAPIA,361.8
COPACABANA,ESTÉTICA,Outubro,CRIOLIPÓLISE,2166.57
COPACABANA,ESTÉTICA,Outubro,DRENAGEM,15698.13
COPACABANA,ESTÉTICA,Outubro,HECCUS,367.20000000000005
COPACABANA,ESTÉTICA,Outubro,HIDRATAÇÃO,532.68
COPACABANA,ESTÉTICA,Outubro,LIMPEZA DE PELE,3179.2000000000003
COPACABANA,ESTÉTICA,Outubro,PEELING DE DIAMANTE,2224.28
COPACABANA,ESTÉTICA,Outubro,PRÓ- SHAPE,2302.6000000000004
COPACABANA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,773.55
COPACABANA,ESTÉTICA,Setembro,CARBOXITERAPIA,578.88
COPACABANA,ESTÉTICA,Setembro,CRIOLIPÓLISE,412.68
COPACABANA,ESTÉTICA,Setembro,DRENAGEM,13125.14
COPACABANA,ESTÉTICA,Setembro,HECCUS,540.0
COPACABANA,ESTÉTICA,Setembro,HIDRATAÇÃO,694.8
COPACABANA,ESTÉTICA,Setembro,LIMPEZA DE PELE,3258.6800000000003
COPACABANA,ESTÉTICA,Setembro,PEELING DE DIAMANTE,2485.96
COPACABANA,ESTÉTICA,Setembro,PRÓ- SHAPE,1548.3000000000002
COPACABANA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,515.6999999999999
COPACABANA,LAVIEEN,Abril,LAVIEEN,17898.75
COPACABANA,LAVIEEN,Agosto,LAVIEEN,19156.5
COPACABANA,LAVIEEN,Fevereiro,LAVIEEN,6869.25
COPACABANA,LAVIEEN,Julho,LAVIEEN,16447.5
COPACABANA,LAVIEEN,Junho,LAVIEEN,13254.75
COPACABANA,LAVIEEN,Maio,LAVIEEN,14415.75
COPACABANA,LAVIEEN,Março,LAVIEEN,7933.5
COPACABANA,LAVIEEN,Novembro,LAVIEEN,3676.5
COPACABANA,LAVIEEN,Outubro,LAVIEEN,11029.5
COPACABANA,LAVIEEN,Setembro,LAVIEEN,14899.5
COPACABANA,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,162.46
COPACABANA,MEDICINA ESTÉTICA,Abril,BOTOX POWER,16006.64
COPACABANA,MEDICINA ESTÉTICA,Abril,CO2 CICATRIZ,1513.92
COPACABANA,MEDICINA ESTÉTICA,Abril,CO2 COLO,428.48
COPACABANA,MEDICINA ESTÉTICA,Abril,CO2 MÃOS,378.48
COPACABANA,MEDICINA ESTÉTICA,Abril,CO2 ROSTO,4735.56
COPACABANA,MEDICINA ESTÉTICA,Abril,DERMAROLLER,577.4
COPACABANA,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,125.36
COPACABANA,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,2680.2000000000003
COPACABANA,MEDICINA ESTÉTICA,Abril,PRÓ-BELLA,67.1
COPACABANA,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,1826.4399999999998
COPACABANA,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,366.56
COPACABANA,MEDICINA ESTÉTICA,Abril,RADIESSE,771.18
COPACABANA,MEDICINA ESTÉTICA,Abril,RETOQUE,0.0
COPACABANA,MEDICINA ESTÉTICA,Abril,SCULPTRA,35162.12
COPACABANA,MEDICINA ESTÉTICA,Abril,SECAGEM,45.0
COPACABANA,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,324.92
COPACABANA,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,19700.48
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 CICATRIZ,2460.12
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 COLO,856.96
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 MÃOS,189.24
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 OLHEIRAS,189.24
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 PESCOÇO,214.24
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 ROSTO,2990.88
COPACABANA,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,115.48
COPACABANA,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,188.04
COPACABANA,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,4169.2
COPACABANA,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,1037.75
COPACABANA,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,91.64
COPACABANA,MEDICINA ESTÉTICA,Agosto,RADIESSE,2313.54
COPACABANA,MEDICINA ESTÉTICA,Agosto,RETOQUE,0.0
COPACABANA,MEDICINA ESTÉTICA,Agosto,SCULPTRA,35162.12
COPACABANA,MEDICINA ESTÉTICA,Agosto,SECAGEM,157.5
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,162.46
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,11389.34
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,1703.16
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 COLO,856.96
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 MÃOS,756.96
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,3987.84
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,3002.48
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,282.06
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,4764.8
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,2490.6
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,137.46
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,3855.8999999999996
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,0.0
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,17581.06
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,67.5
COPACABANA,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,162.46
COPACABANA,MEDICINA ESTÉTICA,Julho,BOTOX POWER,17853.56
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 CICATRIZ,3217.08
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 COLO,2570.88
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 MÃOS,567.72
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 PESCOÇO,428.48
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 ROSTO,1993.92
COPACABANA,MEDICINA ESTÉTICA,Julho,DERMAROLLER,1039.32
COPACABANA,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,125.36
COPACABANA,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,5360.400000000001
COPACABANA,MEDICINA ESTÉTICA,Julho,PRÓ-BELLA,201.29999999999998
COPACABANA,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,2158.52
COPACABANA,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,45.82
COPACABANA,MEDICINA ESTÉTICA,Julho,RADIESSE,3084.72
COPACABANA,MEDICINA ESTÉTICA,Julho,RETOQUE,0.0
COPACABANA,MEDICINA ESTÉTICA,Julho,SCULPTRA,45503.920000000006
COPACABANA,MEDICINA ESTÉTICA,Julho,SECAGEM,112.5
COPACABANA,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,162.46
COPACABANA,MEDICINA ESTÉTICA,Junho,BOTOX POWER,23086.5
COPACABANA,MEDICINA ESTÉTICA,Junho,DERMAROLLER,346.44
COPACABANA,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,188.04
COPACABANA,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,2680.2000000000003
COPACABANA,MEDICINA ESTÉTICA,Junho,PRÓ-BELLA,134.2
COPACABANA,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,1660.3999999999999
COPACABANA,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,229.1
COPACABANA,MEDICINA ESTÉTICA,Junho,RADIESSE,3084.72
COPACABANA,MEDICINA ESTÉTICA,Junho,RETOQUE,0.0
COPACABANA,MEDICINA ESTÉTICA,Junho,SCULPTRA,48606.46000000001
COPACABANA,MEDICINA ESTÉTICA,Junho,SECAGEM,22.5
COPACABANA,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,487.38
COPACABANA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,12620.619999999999
COPACABANA,MEDICINA ESTÉTICA,Maio,CO2 CICATRIZ,1703.16
COPACABANA,MEDICINA ESTÉTICA,Maio,CO2 COLO,1285.44
COPACABANA,MEDICINA ESTÉTICA,Maio,CO2 ROSTO,1495.44
COPACABANA,MEDICINA ESTÉTICA,Maio,DERMAROLLER,1501.24
COPACABANA,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,282.06
COPACABANA,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,3275.8
COPACABANA,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,536.8
COPACABANA,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,1909.4599999999998
COPACABANA,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,320.74
COPACABANA,MEDICINA ESTÉTICA,Maio,RADIESSE,4627.08
COPACABANA,MEDICINA ESTÉTICA,Maio,RETOQUE,0.0
COPACABANA,MEDICINA ESTÉTICA,Maio,SCULPTRA,39298.840000000004
