Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Duração (min)
CAMPINAS,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,210
CAMPINAS,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,150
CAMPINAS,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,30
CAMPINAS,MEDICINA ESTÉTICA,Abril,RADIESSE,90
CAMPINAS,MEDICINA ESTÉTICA,Abril,RETOQUE,240
CAMPINAS,MEDICINA ESTÉTICA,Abril,SCULPTRA,150
CAMPINAS,MEDICINA ESTÉTICA,Abril,SECAGEM,180
CAMPINAS,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,30
CAMPINAS,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,750
CAMPINAS,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,30
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,30
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,480
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,210
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,30
CAMPINAS,MEDICINA ESTÉTICA,Agosto,RADIESSE,90
CAMPINAS,MEDICINA ESTÉTICA,Agosto,RETOQUE,225
CAMPINAS,MEDICINA ESTÉTICA,Agosto,SCULPTRA,180
CAMPINAS,MEDICINA ESTÉTICA,Agosto,SECAGEM,60
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,540
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,10
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,240
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,90
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,150
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,360
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,60
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,405
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,30
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,150
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,150
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,240
CAMPINAS,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,30
CAMPINAS,MEDICINA ESTÉTICA,Julho,BOTOX POWER,420
CAMPINAS,MEDICINA ESTÉTICA,Julho,DERMAROLLER,30
CAMPINAS,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,90
CAMPINAS,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,240
CAMPINAS,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,105
CAMPINAS,MEDICINA ESTÉTICA,Julho,RADIESSE,30
CAMPINAS,MEDICINA ESTÉTICA,Julho,RETOQUE,120
CAMPINAS,MEDICINA ESTÉTICA,Julho,SCULPTRA,90
CAMPINAS,MEDICINA ESTÉTICA,Julho,SECAGEM,180
CAMPINAS,MEDICINA ESTÉTICA,Junho,BOTOX POWER,300
CAMPINAS,MEDICINA ESTÉTICA,Junho,DERMAROLLER,60
CAMPINAS,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,150
CAMPINAS,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,150
CAMPINAS,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,105
CAMPINAS,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,90
CAMPINAS,MEDICINA ESTÉTICA,Junho,RADIESSE,60
CAMPINAS,MEDICINA ESTÉTICA,Junho,RETOQUE,135
CAMPINAS,MEDICINA ESTÉTICA,Junho,SCULPTRA,120
CAMPINAS,MEDICINA ESTÉTICA,Junho,SECAGEM,240
CAMPINAS,MEDICINA ESTÉTICA,Maio,BOTOX POWER,450
CAMPINAS,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,150
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,90
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,135
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,60
CAMPINAS,MEDICINA ESTÉTICA,Maio,RETOQUE,150
CAMPINAS,MEDICINA ESTÉTICA,Maio,SCULPTRA,90
CAMPINAS,MEDICINA ESTÉTICA,Maio,SECAGEM,120
CAMPINAS,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,30
CAMPINAS,MEDICINA ESTÉTICA,Março,BOTOX POWER,480
CAMPINAS,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,540
CAMPINAS,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,255
CAMPINAS,MEDICINA ESTÉTICA,Março,RADIESSE,30
CAMPINAS,MEDICINA ESTÉTICA,Março,RETOQUE,120
CAMPINAS,MEDICINA ESTÉTICA,Março,SCULPTRA,60
CAMPINAS,MEDICINA ESTÉTICA,Março,SECAGEM,120
CAMPINAS,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,240
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,30
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,210
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,135
CAMPINAS,MEDICINA ESTÉTICA,Novembro,RETOQUE,150
CAMPINAS,MEDICINA ESTÉTICA,Novembro,SCULPTRA,30
CAMPINAS,MEDICINA ESTÉTICA,Novembro,SECAGEM,120
CAMPINAS,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,30
CAMPINAS,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,390
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,30
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,240
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,180
CAMPINAS,MEDICINA ESTÉTICA,Outubro,RADIESSE,30
CAMPINAS,MEDICINA ESTÉTICA,Outubro,RETOQUE,165
CAMPINAS,MEDICINA ESTÉTICA,Outubro,SCULPTRA,120
CAMPINAS,MEDICINA ESTÉTICA,Outubro,SECAGEM,120
CAMPINAS,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,330
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,30
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,270
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,165
CAMPINAS,MEDICINA ESTÉTICA,Setembro,RETOQUE,150
CAMPINAS,MEDICINA ESTÉTICA,Setembro,SCULPTRA,120
CAMPINAS,MEDICINA ESTÉTICA,Setembro,SECAGEM,150
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,360
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE + PESCOÇO,90
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,90
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,180
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,90
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,225
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,120
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,270
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,40
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,180
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,90
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,90
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,40
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,240
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,90
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,90
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,90
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,240
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,80
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,600
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,90
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,60
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,180
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,80
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,480
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,45
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,120
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,240
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,90
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,60
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,30
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,180
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,90
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,45
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,180
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,60
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,160
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,300
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,30
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,80
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,360
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,150
COPACABANA,ESTÉTICA,Abril,CARBOXITERAPIA,990
COPACABANA,ESTÉTICA,Abril,DRENAGEM,21420
COPACABANA,ESTÉTICA,Abril,HECCUS,1080
COPACABANA,ESTÉTICA,Abril,HIDRATAÇÃO,120
COPACABANA,ESTÉTICA,Abril,LIMPEZA DE PELE,4920
COPACABANA,ESTÉTICA,Abril,PEELING DE DIAMANTE,1440
COPACABANA,ESTÉTICA,Abril,PRÓ- SHAPE,660
COPACABANA,ESTÉTICA,Abril,RADIOFREQUÊNCIA,210
COPACABANA,ESTÉTICA,Agosto,CARBOXITERAPIA,660
COPACABANA,ESTÉTICA,Agosto,DRENAGEM,26400
COPACABANA,ESTÉTICA,Agosto,HECCUS,600
COPACABANA,ESTÉTICA,Agosto,HIDRATAÇÃO,240
COPACABANA,ESTÉTICA,Agosto,LIMPEZA DE PELE,5220
COPACABANA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,3750
COPACABANA,ESTÉTICA,Agosto,PRÓ- SHAPE,960
COPACABANA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,900
COPACABANA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,210
COPACABANA,ESTÉTICA,Fevereiro,DRENAGEM,24600
COPACABANA,ESTÉTICA,Fevereiro,HECCUS,1170
COPACABANA,ESTÉTICA,Fevereiro,HIDRATAÇÃO,180
COPACABANA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,3660
COPACABANA,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,1260
COPACABANA,ESTÉTICA,Fevereiro,PRÓ- SHAPE,780
COPACABANA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,1020
COPACABANA,ESTÉTICA,Julho,CARBOXITERAPIA,420
COPACABANA,ESTÉTICA,Julho,CRIOLIPÓLISE,360
COPACABANA,ESTÉTICA,Julho,DRENAGEM,24660
COPACABANA,ESTÉTICA,Julho,HECCUS,240
COPACABANA,ESTÉTICA,Julho,HIDRATAÇÃO,30
COPACABANA,ESTÉTICA,Julho,LIMPEZA DE PELE,6240
COPACABANA,ESTÉTICA,Julho,PEELING DE DIAMANTE,3600
COPACABANA,ESTÉTICA,Julho,PRÓ- SHAPE,480
COPACABANA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,330
COPACABANA,ESTÉTICA,Junho,CARBOXITERAPIA,1140
COPACABANA,ESTÉTICA,Junho,DRENAGEM,19860
COPACABANA,ESTÉTICA,Junho,HECCUS,1740
COPACABANA,ESTÉTICA,Junho,HIDRATAÇÃO,120
COPACABANA,ESTÉTICA,Junho,LIMPEZA DE PELE,4020
COPACABANA,ESTÉTICA,Junho,PEELING DE DIAMANTE,2190
COPACABANA,ESTÉTICA,Junho,PRÓ- SHAPE,1140
COPACABANA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,690
COPACABANA,ESTÉTICA,Maio,CARBOXITERAPIA,1110
COPACABANA,ESTÉTICA,Maio,CRIOLIPÓLISE,240
COPACABANA,ESTÉTICA,Maio,DRENAGEM,23940
COPACABANA,ESTÉTICA,Maio,HECCUS,1800
COPACABANA,ESTÉTICA,Maio,HIDRATAÇÃO,210
COPACABANA,ESTÉTICA,Maio,LIMPEZA DE PELE,4740
COPACABANA,ESTÉTICA,Maio,PEELING DE DIAMANTE,1740
COPACABANA,ESTÉTICA,Maio,PRÓ- SHAPE,1320
COPACABANA,ESTÉTICA,Maio,RADIOFREQUÊNCIA,360
COPACABANA,ESTÉTICA,Março,CARBOXITERAPIA,270
COPACABANA,ESTÉTICA,Março,DRENAGEM,24120
COPACABANA,ESTÉTICA,Março,HECCUS,1200
COPACABANA,ESTÉTICA,Março,HIDRATAÇÃO,120
COPACABANA,ESTÉTICA,Março,LIMPEZA DE PELE,6000
COPACABANA,ESTÉTICA,Março,PEELING DE DIAMANTE,810
COPACABANA,ESTÉTICA,Março,PRÓ- SHAPE,540
COPACABANA,ESTÉTICA,Março,RADIOFREQUÊNCIA,750
COPACABANA,ESTÉTICA,Novembro,CARBOXITERAPIA,360
COPACABANA,ESTÉTICA,Novembro,CRIOLIPÓLISE,1020
COPACABANA,ESTÉTICA,Novembro,DRENAGEM,17100
COPACABANA,ESTÉTICA,Novembro,HECCUS,240
COPACABANA,ESTÉTICA,Novembro,HIDRATAÇÃO,330
COPACABANA,ESTÉTICA,Novembro,LIMPEZA DE PELE,3000
COPACABANA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,1440
COPACABANA,ESTÉTICA,Novembro,PRÓ- SHAPE,1080
COPACABANA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,450
COPACABANA,ESTÉTICA,Outubro,CARBOXITERAPIA,450
COPACABANA,ESTÉTICA,Outubro,CRIOLIPÓLISE,1260
COPACABANA,ESTÉTICA,Outubro,DRENAGEM,32580
COPACABANA,ESTÉTICA,Outubro,HECCUS,510
COPACABANA,ESTÉTICA,Outubro,HIDRATAÇÃO,690
COPACABANA,ESTÉTICA,Outubro,LIMPEZA DE PELE,4800
COPACABANA,ESTÉTICA,Outubro,PEELING DE DIAMANTE,2040
COPACABANA,ESTÉTICA,Outubro,PRÓ- SHAPE,3480
COPACABANA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,810
COPACABANA,ESTÉTICA,Setembro,CARBOXITERAPIA,720
COPACABANA,ESTÉTICA,Setembro,CRIOLIPÓLISE,240
COPACABANA,ESTÉTICA,Setembro,DRENAGEM,27240
COPACABANA,ESTÉTICA,Setembro,HECCUS,750
COPACABANA,ESTÉTICA,Setembro,HIDRATAÇÃO,900
COPACABANA,ESTÉTICA,Setembro,LIMPEZA DE PELE,4920
COPACABANA,ESTÉTICA,Setembro,PEELING DE DIAMANTE,2280
COPACABANA,ESTÉTICA,Setembro,PRÓ- SHAPE,2340
COPACABANA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,540
COPACABANA,LAVIEEN,Abril,LAVIEEN,2775
COPACABANA,LAVIEEN,Agosto,LAVIEEN,2970
COPACABANA,LAVIEEN,Fevereiro,LAVIEEN,1065
COPACABANA,LAVIEEN,Julho,LAVIEEN,2550
COPACABANA,LAVIEEN,Junho,LAVIEEN,2055
COPACABANA,LAVIEEN,Maio,LAVIEEN,2235
COPACABANA,LAVIEEN,Março,LAVIEEN,1230
COPACABANA,LAVIEEN,Novembro,LAVIEEN,570
COPACABANA,LAVIEEN,Outubro,LAVIEEN,1710
COPACABANA,LAVIEEN,Setembro,LAVIEEN,2310
COPACABANA,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,30
COPACABANA,MEDICINA ESTÉTICA,Abril,BOTOX POWER,1560
COPACABANA,MEDICINA ESTÉTICA,Abril,CO2 CICATRIZ,80
COPACABANA,MEDICINA ESTÉTICA,Abril,CO2 COLO,40
COPACABANA,MEDICINA ESTÉTICA,Abril,CO2 MÃOS,20
COPACABANA,MEDICINA ESTÉTICA,Abril,CO2 ROSTO,570
COPACABANA,MEDICINA ESTÉTICA,Abril,DERMAROLLER,150
COPACABANA,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,120
COPACABANA,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,270
COPACABANA,MEDICINA ESTÉTICA,Abril,PRÓ-BELLA,30
COPACABANA,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,660
COPACABANA,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,240
COPACABANA,MEDICINA ESTÉTICA,Abril,RADIESSE,30
COPACABANA,MEDICINA ESTÉTICA,Abril,RETOQUE,480
COPACABANA,MEDICINA ESTÉTICA,Abril,SCULPTRA,1020
COPACABANA,MEDICINA ESTÉTICA,Abril,SECAGEM,60
COPACABANA,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,60
COPACABANA,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,1920
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 CICATRIZ,130
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 COLO,80
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 MÃOS,10
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 OLHEIRAS,10
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 PESCOÇO,20
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 ROSTO,360
COPACABANA,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,30
COPACABANA,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,180
COPACABANA,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,420
COPACABANA,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,375
COPACABANA,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,60
COPACABANA,MEDICINA ESTÉTICA,Agosto,RADIESSE,90
COPACABANA,MEDICINA ESTÉTICA,Agosto,RETOQUE,720
COPACABANA,MEDICINA ESTÉTICA,Agosto,SCULPTRA,1020
COPACABANA,MEDICINA ESTÉTICA,Agosto,SECAGEM,210
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,30
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,1110
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,90
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 COLO,80
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 MÃOS,40
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,480
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,780
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,270
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,480
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,900
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,90
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,150
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,450
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,510
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,90
COPACABANA,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,30
COPACABANA,MEDICINA ESTÉTICA,Julho,BOTOX POWER,1740
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 CICATRIZ,170
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 COLO,240
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 MÃOS,30
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 PESCOÇO,40
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 ROSTO,240
COPACABANA,MEDICINA ESTÉTICA,Julho,DERMAROLLER,270
COPACABANA,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,120
COPACABANA,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,540
COPACABANA,MEDICINA ESTÉTICA,Julho,PRÓ-BELLA,90
COPACABANA,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,780
COPACABANA,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,30
COPACABANA,MEDICINA ESTÉTICA,Julho,RADIESSE,120
COPACABANA,MEDICINA ESTÉTICA,Julho,RETOQUE,705
COPACABANA,MEDICINA ESTÉTICA,Julho,SCULPTRA,1320
COPACABANA,MEDICINA ESTÉTICA,Julho,SECAGEM,150
COPACABANA,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,30
COPACABANA,MEDICINA ESTÉTICA,Junho,BOTOX POWER,2250
COPACABANA,MEDICINA ESTÉTICA,Junho,DERMAROLLER,90
COPACABANA,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,180
COPACABANA,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,270
COPACABANA,MEDICINA ESTÉTICA,Junho,PRÓ-BELLA,60
COPACABANA,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,600
COPACABANA,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,150
COPACABANA,MEDICINA ESTÉTICA,Junho,RADIESSE,120
COPACABANA,MEDICINA ESTÉTICA,Junho,RETOQUE,630
COPACABANA,MEDICINA ESTÉTICA,Junho,SCULPTRA,1410
COPACABANA,MEDICINA ESTÉTICA,Junho,SECAGEM,30
COPACABANA,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,90
COPACABANA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,1230
COPACABANA,MEDICINA ESTÉTICA,Maio,CO2 CICATRIZ,90
COPACABANA,MEDICINA ESTÉTICA,Maio,CO2 COLO,120
COPACABANA,MEDICINA ESTÉTICA,Maio,CO2 ROSTO,180
COPACABANA,MEDICINA ESTÉTICA,Maio,DERMAROLLER,390
COPACABANA,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,270
COPACABANA,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,330
COPACABANA,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,240
COPACABANA,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,690
COPACABANA,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,210
COPACABANA,MEDICINA ESTÉTICA,Maio,RADIESSE,180
COPACABANA,MEDICINA ESTÉTICA,Maio,RETOQUE,300
COPACABANA,MEDICINA ESTÉTICA,Maio,SCULPTRA,1140
COPACABANA,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,30
COPACABANA,MEDICINA ESTÉTICA,Março,BOTOX POWER,1470
COPACABANA,MEDICINA ESTÉTICA,Março,CO2 CICATRIZ,60
COPACABANA,MEDICINA ESTÉTICA,Março,CO2 COLO,60
COPACABANA,MEDICINA ESTÉTICA,Março,CO2 MÃOS,10
COPACABANA,MEDICINA ESTÉTICA,Março,CO2 ROSTO,480
COPACABANA,MEDICINA ESTÉTICA,Março,DERMAROLLER,420
COPACABANA,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,150
COPACABANA,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,630
COPACABANA,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,60
COPACABANA,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,720
COPACABANA,MEDICINA ESTÉTICA,Março,PRÓ-MESO,120
COPACABANA,MEDICINA ESTÉTICA,Março,RADIESSE,60
COPACABANA,MEDICINA ESTÉTICA,Março,RETOQUE,300
COPACABANA,MEDICINA ESTÉTICA,Março,SCULPTRA,1080
COPACABANA,MEDICINA ESTÉTICA,Março,SECAGEM,30
COPACABANA,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,30
COPACABANA,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,1020
COPACABANA,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,30
COPACABANA,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,30
COPACABANA,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,30
COPACABANA,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,360
COPACABANA,MEDICINA ESTÉTICA,Novembro,PRÓ-BELLA,60
COPACABANA,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,225
COPACABANA,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,90
COPACABANA,MEDICINA ESTÉTICA,Novembro,RADIESSE,30
COPACABANA,MEDICINA ESTÉTICA,Novembro,RETOQUE,375
COPACABANA,MEDICINA ESTÉTICA,Novembro,SCULPTRA,630
COPACABANA,MEDICINA ESTÉTICA,Novembro,SECAGEM,120
COPACABANA,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,60
COPACABANA,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,1470
COPACABANA,MEDICINA ESTÉTICA,Outubro,CO2 CICATRIZ,100
COPACABANA,MEDICINA ESTÉTICA,Outubro,CO2 MÃOS,10
COPACABANA,MEDICINA ESTÉTICA,Outubro,CO2 PESCOÇO,20
COPACABANA,MEDICINA ESTÉTICA,Outubro,CO2 ROSTO,210
COPACABANA,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,420
COPACABANA,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,45
COPACABANA,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,210
COPACABANA,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,270
COPACABANA,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,60
COPACABANA,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,615
COPACABANA,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,90
COPACABANA,MEDICINA ESTÉTICA,Outubro,RADIESSE,60
COPACABANA,MEDICINA ESTÉTICA,Outubro,RETOQUE,915
COPACABANA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,1080
COPACABANA,MEDICINA ESTÉTICA,Outubro,SECAGEM,90
COPACABANA,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,90
COPACABANA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,1620
COPACABANA,MEDICINA ESTÉTICA,Setembro,CO2 CICATRIZ,70
