Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Quantidade,Duração (min),Custo Direto,Quantidade (cortesia),Custo Direto (corteisa)
BELO HORIZONTE,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,5,300,3678.1,0.0,0.0
BELO HORIZONTE,ULTRAFORMER_III,Maio,ULTRAFORMER INTERNO COXA,2,180,2686.24,0.0,0.0
BELO HORIZONTE,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,3,90,759.36,0.0,0.0
BELO HORIZONTE,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1,40,463.12,0.0,0.0
BELO HORIZONTE,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,6,360,4413.72,0.0,0.0
BELO HORIZONTE,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,2,180,2038.16,0.0,0.0
BELO HORIZONTE,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,2,60,506.24,0.0,0.0
CAMPINAS,ESTÉTICA,Abril,CARBOXITERAPIA,11,330,265.32,0.0,0.0
CAMPINAS,ESTÉTICA,Abril,DRENAGEM,103,6180,2977.73,0.0,0.0
CAMPINAS,ESTÉTICA,Abril,HECCUS,9,270,194.4,0.0,0.0
CAMPINAS,ESTÉTICA,Abril,HIDRATAÇÃO,7,210,162.12,7.0,162.12
CAMPINAS,ESTÉTICA,Abril,LIMPEZA DE PELE,101,6060,4013.7400000000002,22.0,874.2800000000001
CAMPINAS,ESTÉTICA,Abril,PEELING DE DIAMANTE,69,2070,2256.9900000000002,69.0,2256.9900000000002
CAMPINAS,ESTÉTICA,Abril,PRÓ- SHAPE,20,1200,794.0,4.0,158.8
CAMPINAS,ESTÉTICA,Abril,RADIOFREQUÊNCIA,8,240,229.2,5.0,143.25
CAMPINAS,ESTÉTICA,Agosto,CARBOXITERAPIA,12,360,289.44,0.0,0.0
CAMPINAS,ESTÉTICA,Agosto,CRIOLIPÓLISE,1,60,103.17,0.0,0.0
CAMPINAS,ESTÉTICA,Agosto,DRENAGEM,121,7260,3498.11,0.0,0.0
CAMPINAS,ESTÉTICA,Agosto,HECCUS,9,270,194.4,2.0,43.2
CAMPINAS,ESTÉTICA,Agosto,HIDRATAÇÃO,12,360,277.92,12.0,277.92
CAMPINAS,ESTÉTICA,Agosto,LIMPEZA DE PELE,104,6240,4132.96,25.0,993.5
CAMPINAS,ESTÉTICA,Agosto,PEELING DE DIAMANTE,128,3840,4186.88,128.0,4186.88
CAMPINAS,ESTÉTICA,Agosto,PRÓ- SHAPE,2,120,79.4,0.0,0.0
CAMPINAS,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,12,360,343.79999999999995,10.0,286.5
CAMPINAS,ESTÉTICA,Fevereiro,CARBOXITERAPIA,21,630,506.52000000000004,0.0,0.0
CAMPINAS,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,2,120,206.34,0.0,0.0
CAMPINAS,ESTÉTICA,Fevereiro,DRENAGEM,72,4320,2081.52,0.0,0.0
CAMPINAS,ESTÉTICA,Fevereiro,HECCUS,30,900,648.0,3.0,64.80000000000001
CAMPINAS,ESTÉTICA,Fevereiro,HIDRATAÇÃO,31,930,717.96,31.0,717.96
CAMPINAS,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,107,6420,4252.18,34.0,1351.16
CAMPINAS,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,41,1230,1341.1100000000001,41.0,1341.1100000000001
CAMPINAS,ESTÉTICA,Fevereiro,PRÓ- SHAPE,15,900,595.5,0.0,0.0
CAMPINAS,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,11,330,315.15,3.0,85.94999999999999
CAMPINAS,ESTÉTICA,Julho,CARBOXITERAPIA,7,210,168.84,1.0,24.12
CAMPINAS,ESTÉTICA,Julho,CRIOLIPÓLISE,4,240,412.68,0.0,0.0
CAMPINAS,ESTÉTICA,Julho,DRENAGEM,101,6060,2919.91,0.0,0.0
CAMPINAS,ESTÉTICA,Julho,HECCUS,12,360,259.20000000000005,2.0,43.2
CAMPINAS,ESTÉTICA,Julho,HIDRATAÇÃO,7,210,162.12,7.0,162.12
CAMPINAS,ESTÉTICA,Julho,LIMPEZA DE PELE,86,5160,3417.6400000000003,19.0,755.0600000000001
CAMPINAS,ESTÉTICA,Julho,PEELING DE DIAMANTE,111,3330,3630.81,111.0,3630.81
CAMPINAS,ESTÉTICA,Julho,PRÓ- SHAPE,5,300,198.5,0.0,0.0
CAMPINAS,ESTÉTICA,Julho,RADIOFREQUÊNCIA,9,270,257.84999999999997,8.0,229.2
CAMPINAS,ESTÉTICA,Junho,CARBOXITERAPIA,11,330,265.32,1.0,24.12
CAMPINAS,ESTÉTICA,Junho,CRIOLIPÓLISE,10,600,1031.7,0.0,0.0
CAMPINAS,ESTÉTICA,Junho,DRENAGEM,111,6660,3209.01,0.0,0.0
CAMPINAS,ESTÉTICA,Junho,HECCUS,22,660,475.20000000000005,0.0,0.0
CAMPINAS,ESTÉTICA,Junho,HIDRATAÇÃO,2,60,46.32,2.0,46.32
CAMPINAS,ESTÉTICA,Junho,LIMPEZA DE PELE,84,5040,3338.1600000000003,27.0,1072.98
CAMPINAS,ESTÉTICA,Junho,PEELING DE DIAMANTE,70,2100,2289.7000000000003,70.0,2289.7000000000003
CAMPINAS,ESTÉTICA,Junho,PRÓ- SHAPE,7,420,277.90000000000003,2.0,79.4
CAMPINAS,ESTÉTICA,Junho,RADIOFREQUÊNCIA,22,660,630.3,17.0,487.04999999999995
CAMPINAS,ESTÉTICA,Maio,CARBOXITERAPIA,6,180,144.72,1.0,24.12
CAMPINAS,ESTÉTICA,Maio,CRIOLIPÓLISE,1,60,103.17,0.0,0.0
CAMPINAS,ESTÉTICA,Maio,DRENAGEM,101,6060,2919.91,0.0,0.0
CAMPINAS,ESTÉTICA,Maio,HECCUS,12,360,259.20000000000005,0.0,0.0
CAMPINAS,ESTÉTICA,Maio,HIDRATAÇÃO,9,270,208.44,9.0,208.44
CAMPINAS,ESTÉTICA,Maio,LIMPEZA DE PELE,102,6120,4053.48,28.0,1112.72
CAMPINAS,ESTÉTICA,Maio,PEELING DE DIAMANTE,70,2100,2289.7000000000003,70.0,2289.7000000000003
CAMPINAS,ESTÉTICA,Maio,PRÓ- SHAPE,18,1080,714.6,1.0,39.7
CAMPINAS,ESTÉTICA,Maio,RADIOFREQUÊNCIA,11,330,315.15,10.0,286.5
CAMPINAS,ESTÉTICA,Março,CARBOXITERAPIA,10,300,241.20000000000002,0.0,0.0
CAMPINAS,ESTÉTICA,Março,CRIOLIPÓLISE,6,360,619.02,0.0,0.0
CAMPINAS,ESTÉTICA,Março,DRENAGEM,82,4920,2370.62,0.0,0.0
CAMPINAS,ESTÉTICA,Março,HECCUS,24,720,518.4000000000001,0.0,0.0
CAMPINAS,ESTÉTICA,Março,HIDRATAÇÃO,16,480,370.56,16.0,370.56
CAMPINAS,ESTÉTICA,Março,LIMPEZA DE PELE,110,6600,4371.400000000001,34.0,1351.16
CAMPINAS,ESTÉTICA,Março,PEELING DE DIAMANTE,63,1890,2060.73,63.0,2060.73
CAMPINAS,ESTÉTICA,Março,PRÓ- SHAPE,10,600,397.0,0.0,0.0
CAMPINAS,ESTÉTICA,Março,RADIOFREQUÊNCIA,8,240,229.2,4.0,114.6
CAMPINAS,ESTÉTICA,Novembro,CARBOXITERAPIA,2,60,48.24,0.0,0.0
CAMPINAS,ESTÉTICA,Novembro,CRIOLIPÓLISE,8,480,825.36,0.0,0.0
CAMPINAS,ESTÉTICA,Novembro,DRENAGEM,59,3540,1705.69,0.0,0.0
CAMPINAS,ESTÉTICA,Novembro,HECCUS,4,120,86.4,0.0,0.0
CAMPINAS,ESTÉTICA,Novembro,HIDRATAÇÃO,8,240,185.28,8.0,185.28
CAMPINAS,ESTÉTICA,Novembro,LIMPEZA DE PELE,35,2100,1390.9,8.0,317.92
CAMPINAS,ESTÉTICA,Novembro,PEELING DE DIAMANTE,49,1470,1602.79,49.0,1602.79
CAMPINAS,ESTÉTICA,Novembro,PRÓ- SHAPE,13,780,516.1,0.0,0.0
CAMPINAS,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,1,30,28.65,0.0,0.0
CAMPINAS,ESTÉTICA,Outubro,CARBOXITERAPIA,7,210,168.84,0.0,0.0
CAMPINAS,ESTÉTICA,Outubro,CRIOLIPÓLISE,1,60,103.17,0.0,0.0
CAMPINAS,ESTÉTICA,Outubro,DRENAGEM,135,8100,3902.85,0.0,0.0
CAMPINAS,ESTÉTICA,Outubro,HECCUS,3,90,64.80000000000001,0.0,0.0
CAMPINAS,ESTÉTICA,Outubro,HIDRATAÇÃO,23,690,532.68,23.0,532.68
CAMPINAS,ESTÉTICA,Outubro,LIMPEZA DE PELE,63,3780,2503.6200000000003,22.0,874.2800000000001
CAMPINAS,ESTÉTICA,Outubro,PEELING DE DIAMANTE,112,3360,3663.52,112.0,3663.52
CAMPINAS,ESTÉTICA,Outubro,PRÓ- SHAPE,4,240,158.8,0.0,0.0
CAMPINAS,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,2,60,57.3,2.0,57.3
CAMPINAS,ESTÉTICA,Setembro,CARBOXITERAPIA,6,180,144.72,0.0,0.0
CAMPINAS,ESTÉTICA,Setembro,CRIOLIPÓLISE,6,360,619.02,0.0,0.0
CAMPINAS,ESTÉTICA,Setembro,DRENAGEM,102,6120,2948.82,0.0,0.0
CAMPINAS,ESTÉTICA,Setembro,HECCUS,10,300,216.0,1.0,21.6
CAMPINAS,ESTÉTICA,Setembro,HIDRATAÇÃO,18,540,416.88,18.0,416.88
CAMPINAS,ESTÉTICA,Setembro,LIMPEZA DE PELE,64,3840,2543.36,19.0,755.0600000000001
CAMPINAS,ESTÉTICA,Setembro,PEELING DE DIAMANTE,103,3090,3369.13,103.0,3369.13
CAMPINAS,ESTÉTICA,Setembro,PRÓ- SHAPE,4,240,158.8,0.0,0.0
CAMPINAS,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,5,150,143.25,1.0,28.65
CAMPINAS,LAVIEEN,Abril,LAVIEEN,56,840,5418.0,45.0,4353.75
CAMPINAS,LAVIEEN,Agosto,LAVIEEN,132,1980,12771.0,120.0,11610.0
CAMPINAS,LAVIEEN,Fevereiro,LAVIEEN,90,1350,8707.5,65.0,6288.75
CAMPINAS,LAVIEEN,Julho,LAVIEEN,81,1215,7836.75,71.0,6869.25
CAMPINAS,LAVIEEN,Junho,LAVIEEN,104,1560,10062.0,101.0,9771.75
CAMPINAS,LAVIEEN,Maio,LAVIEEN,96,1440,9288.0,62.0,5998.5
CAMPINAS,LAVIEEN,Março,LAVIEEN,79,1185,7643.25,77.0,7449.75
CAMPINAS,LAVIEEN,Novembro,LAVIEEN,50,750,4837.5,45.0,4353.75
CAMPINAS,LAVIEEN,Outubro,LAVIEEN,94,1410,9094.5,90.0,8707.5
CAMPINAS,LAVIEEN,Setembro,LAVIEEN,115,1725,11126.25,108.0,10449.0
CAMPINAS,MEDICINA ESTÉTICA,Abril,BOTOX POWER,19,570,5848.58,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,7,210,2084.6,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,10,150,415.09999999999997,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,1,30,45.82,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Abril,RADIESSE,3,90,2313.54,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Abril,RETOQUE,16,240,0.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Abril,SCULPTRA,5,150,5170.900000000001,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Abril,SECAGEM,6,180,135.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,1,30,162.46,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,25,750,7695.5,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,1,30,115.48,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,1,30,31.34,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,16,480,4764.8,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,14,210,581.14,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,1,30,45.82,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,RADIESSE,3,90,2313.54,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,RETOQUE,15,225,0.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,SCULPTRA,6,180,6205.08,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Agosto,SECAGEM,2,60,45.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,18,540,5540.76,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,1,10,189.24,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,8,240,1993.92,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,3,90,346.44,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,5,150,156.7,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,12,360,3573.6000000000004,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,2,60,134.2,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,27,405,1120.77,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,1,30,771.18,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,10,150,0.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,5,150,5170.900000000001,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,8,240,180.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,1,30,162.46,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,BOTOX POWER,14,420,4309.48,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,DERMAROLLER,1,30,115.48,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,3,90,94.02,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,8,240,2382.4,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,7,105,290.57,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,RADIESSE,1,30,771.18,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,RETOQUE,8,120,0.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,SCULPTRA,3,90,3102.54,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,SECAGEM,6,180,135.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,BOTOX POWER,10,300,3078.2,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,DERMAROLLER,2,60,230.96,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,5,150,156.7,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,5,150,1489.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,7,105,290.57,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,3,90,137.46,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,RADIESSE,2,60,1542.36,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,RETOQUE,9,135,0.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,SCULPTRA,4,120,4136.72,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,SECAGEM,8,240,180.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,BOTOX POWER,15,450,4617.3,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,5,150,1489.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,3,90,201.29999999999998,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,9,135,373.59,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,2,60,91.64,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,RETOQUE,10,150,0.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,SCULPTRA,3,90,3102.54,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,SECAGEM,4,120,90.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,1,30,162.46,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Março,BOTOX POWER,16,480,4925.12,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,18,540,5360.400000000001,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,17,255,705.67,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Março,RADIESSE,1,30,771.18,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Março,RETOQUE,8,120,0.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Março,SCULPTRA,2,60,2068.36,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Março,SECAGEM,4,120,90.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,8,240,2462.56,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,1,30,31.34,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,7,210,2084.6,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,9,135,373.59,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,RETOQUE,10,150,0.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,SCULPTRA,1,30,1034.18,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,SECAGEM,4,120,90.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,1,30,162.46,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,13,390,4001.66,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,1,30,31.34,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,8,240,2382.4,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,12,180,498.12,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,RADIESSE,1,30,771.18,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,RETOQUE,11,165,0.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,SCULPTRA,4,120,4136.72,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,SECAGEM,4,120,90.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,11,330,3386.02,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,1,30,31.34,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,9,270,2680.2000000000003,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,11,165,456.60999999999996,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,RETOQUE,10,150,0.0,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,SCULPTRA,4,120,4136.72,0.0,0.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,SECAGEM,5,150,112.5,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,6,360,4413.72,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,3,90,759.36,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,3,180,2206.86,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1,90,1258.12,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,5,225,2103.1,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,4,120,972.48,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,9,270,2278.08,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,1,40,463.12,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,3,180,2206.86,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,3,90,729.36,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,3,90,759.36,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,1,40,463.12,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,4,240,2942.48,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1,90,1258.12,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,3,90,729.36,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,8,240,2024.96,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,2,80,926.24,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,10,600,7356.2,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,2,60,486.24,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,6,180,1518.72,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,2,80,926.24,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,8,480,5884.96,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,1,45,420.62,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,4,120,1012.48,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,4,240,2942.48,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1,90,1258.12,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,2,60,486.24,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,1,30,253.12,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,3,180,2206.86,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,1,45,420.62,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,6,180,1458.72,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,2,60,506.24,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,4,160,1852.48,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,5,300,3678.1,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,1,30,243.12,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,2,80,926.24,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,6,360,4413.72,0.0,0.0
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,5,150,1215.6,0.0,0.0
COPACABANA,ESTÉTICA,Abril,CARBOXITERAPIA,33,990,795.96,1.0,24.12
COPACABANA,ESTÉTICA,Abril,DRENAGEM,357,21420,10320.87,0.0,0.0
COPACABANA,ESTÉTICA,Abril,HECCUS,36,1080,777.6,0.0,0.0
COPACABANA,ESTÉTICA,Abril,HIDRATAÇÃO,4,120,92.64,4.0,92.64
COPACABANA,ESTÉTICA,Abril,LIMPEZA DE PELE,82,4920,3258.6800000000003,34.0,1351.16
COPACABANA,ESTÉTICA,Abril,PEELING DE DIAMANTE,48,1440,1570.08,48.0,1570.08
COPACABANA,ESTÉTICA,Abril,PRÓ- SHAPE,11,660,436.70000000000005,0.0,0.0
COPACABANA,ESTÉTICA,Abril,RADIOFREQUÊNCIA,7,210,200.54999999999998,3.0,85.94999999999999
COPACABANA,ESTÉTICA,Agosto,CARBOXITERAPIA,22,660,530.64,1.0,24.12
COPACABANA,ESTÉTICA,Agosto,DRENAGEM,440,26400,12720.4,0.0,0.0
COPACABANA,ESTÉTICA,Agosto,HECCUS,20,600,432.0,0.0,0.0
COPACABANA,ESTÉTICA,Agosto,HIDRATAÇÃO,8,240,185.28,8.0,185.28
COPACABANA,ESTÉTICA,Agosto,LIMPEZA DE PELE,87,5220,3457.38,14.0,556.36
COPACABANA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,125,3750,4088.75,124.0,4056.04
COPACABANA,ESTÉTICA,Agosto,PRÓ- SHAPE,16,960,635.2,0.0,0.0
COPACABANA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,30,900,859.5,14.0,401.09999999999997
COPACABANA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,7,210,168.84,0.0,0.0
COPACABANA,ESTÉTICA,Fevereiro,DRENAGEM,410,24600,11853.1,0.0,0.0
COPACABANA,ESTÉTICA,Fevereiro,HECCUS,39,1170,842.4000000000001,1.0,21.6
COPACABANA,ESTÉTICA,Fevereiro,HIDRATAÇÃO,6,180,138.96,6.0,138.96
COPACABANA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,61,3660,2424.1400000000003,18.0,715.32
COPACABANA,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,42,1260,1373.82,42.0,1373.82
