Unidade,Grupo,Mês venda,Procedimentos Padronizados,Preço médio
CAMPINAS,MEDICINA ESTÉTICA,Janeiro,BOTOX LIGHT,650.0
CAMPINAS,MEDICINA ESTÉTICA,Janeiro,BOTOX POWER,906.15
CAMPINAS,MEDICINA ESTÉTICA,Janeiro,CO2 ROSTO,690.0
CAMPINAS,MEDICINA ESTÉTICA,Janeiro,DERMAROLLER,472.0
CAMPINAS,MEDICINA ESTÉTICA,Janeiro,PEELING QUÍMICO,241.5
CAMPINAS,MEDICINA ESTÉTICA,Janeiro,PREENCHIMENTO,908.18
CAMPINAS,MEDICINA ESTÉTICA,Janeiro,PRÓ-LIPO,163.4
CAMPINAS,MEDICINA ESTÉTICA,Janeiro,RADIESSE,1650.0
CAMPINAS,MEDICINA ESTÉTICA,Janeiro,SCULPTRA,2016.67
CAMPINAS,MEDICINA ESTÉTICA,Janeiro,SECAGEM,190.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,549.5
CAMPINAS,MEDICINA ESTÉTICA,Julho,BOTOX POWER,823.59
CAMPINAS,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,290.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,816.55
CAMPINAS,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,196.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,RADIESSE,1533.33
CAMPINAS,MEDICINA ESTÉTICA,Julho,SCULPTRA,1820.0
CAMPINAS,MEDICINA ESTÉTICA,Julho,SECAGEM,119.67
CAMPINAS,MEDICINA ESTÉTICA,Junho,BOTOX POWER,841.67
CAMPINAS,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,856.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,190.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,RADIESSE,1650.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,SCULPTRA,1964.0
CAMPINAS,MEDICINA ESTÉTICA,Junho,SECAGEM,133.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,BOTOX POWER,805.1
CAMPINAS,MEDICINA ESTÉTICA,Maio,DERMAROLLER,413.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,240.0
CAMPINAS,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,905.27
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,202.5
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,233.75
CAMPINAS,MEDICINA ESTÉTICA,Maio,RADIESSE,1633.33
CAMPINAS,MEDICINA ESTÉTICA,Maio,SCULPTRA,1830.77
CAMPINAS,MEDICINA ESTÉTICA,Maio,SECAGEM,143.84
CAMPINAS,MEDICINA ESTÉTICA,Março,BOTOX POWER,879.08
CAMPINAS,MEDICINA ESTÉTICA,Março,CO2 ROSTO,500.0
CAMPINAS,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,982.27
CAMPINAS,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,246.5
CAMPINAS,MEDICINA ESTÉTICA,Março,PRÓ-MESO,200.0
CAMPINAS,MEDICINA ESTÉTICA,Março,SCULPTRA,2200.0
CAMPINAS,MEDICINA ESTÉTICA,Março,SECAGEM,170.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,450.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,783.55
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,791.87
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,207.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,RADIESSE,1550.0
CAMPINAS,MEDICINA ESTÉTICA,Novembro,SCULPTRA,1753.33
CAMPINAS,MEDICINA ESTÉTICA,Novembro,UP BUMBUM,10600.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,547.25
CAMPINAS,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,826.08
CAMPINAS,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,360.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,862.92
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,196.67
CAMPINAS,MEDICINA ESTÉTICA,Outubro,RADIESSE,1800.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,SCULPTRA,1800.0
CAMPINAS,MEDICINA ESTÉTICA,Outubro,SECAGEM,104.5
CAMPINAS,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,550.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,824.05
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,245.0
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,831.17
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,198.25
CAMPINAS,MEDICINA ESTÉTICA,Setembro,SCULPTRA,1871.43
CAMPINAS,MEDICINA ESTÉTICA,Setembro,SECAGEM,110.0
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,1732.5
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,2900.0
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,960.2
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,726.67
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,697.67
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,1100.0
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,1895.0
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2500.0
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,990.0
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,890.0
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,1500.0
CAMPINAS,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE,2100.0
CAMPINAS,ULTRAFORMER_III,Janeiro,ULTRAFORMER MAÇA DO ROSTO,1400.0
CAMPINAS,ULTRAFORMER_III,Janeiro,ULTRAFORMER OLHOS,990.0
CAMPINAS,ULTRAFORMER_III,Janeiro,ULTRAFORMER PAPADA,990.0
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,1742.5
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,3480.0
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,690.0
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,690.0
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1000.0
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,1694.55
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,545.0
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,694.78
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,1118.33
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,1683.64
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,2534.73
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,1200.0
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,692.0
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,729.67
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,975.0
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,1690.0
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,690.0
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,690.0
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,1612.73
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,2163.33
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,1000.0
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,616.67
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,663.33
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,1033.33
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,1750.0
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,2200.0
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,690.0
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,690.0
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,1710.0
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,752.86
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,695.0
COPACABANA,ESTÉTICA,Agosto,CARBOXITERAPIA,92.25
COPACABANA,ESTÉTICA,Agosto,CRIOLIPÓLISE,390.0
COPACABANA,ESTÉTICA,Agosto,DRENAGEM,85.73
COPACABANA,ESTÉTICA,Agosto,DRENAGEM 30 MIN,59.0
COPACABANA,ESTÉTICA,Agosto,HECCUS,90.65
COPACABANA,ESTÉTICA,Agosto,LIMPEZA DE PELE,90.0
COPACABANA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,125.0
COPACABANA,ESTÉTICA,Agosto,PRÓ- SHAPE,112.0
COPACABANA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,87.31
COPACABANA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,90.5
COPACABANA,ESTÉTICA,Fevereiro,DRENAGEM,93.84
COPACABANA,ESTÉTICA,Fevereiro,DRENAGEM 30 MIN,59.0
COPACABANA,ESTÉTICA,Fevereiro,HECCUS,82.2
COPACABANA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,59.17
COPACABANA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,108.87
COPACABANA,ESTÉTICA,Janeiro,CARBOXITERAPIA,99.0
COPACABANA,ESTÉTICA,Janeiro,DRENAGEM,85.62
COPACABANA,ESTÉTICA,Janeiro,DRENAGEM 30 MIN,59.0
COPACABANA,ESTÉTICA,Janeiro,HECCUS,99.81
COPACABANA,ESTÉTICA,Janeiro,LIMPEZA DE PELE,90.0
COPACABANA,ESTÉTICA,Janeiro,RADIOFREQUÊNCIA,96.33
COPACABANA,ESTÉTICA,Julho,CARBOXITERAPIA,82.0
COPACABANA,ESTÉTICA,Julho,CRIOLIPÓLISE,390.0
COPACABANA,ESTÉTICA,Julho,DRENAGEM,89.87
COPACABANA,ESTÉTICA,Julho,HECCUS,86.0
COPACABANA,ESTÉTICA,Julho,HIDRATAÇÃO,54.5
COPACABANA,ESTÉTICA,Julho,LIMPEZA DE PELE,80.04
COPACABANA,ESTÉTICA,Julho,PEELING DE DIAMANTE,104.0
COPACABANA,ESTÉTICA,Julho,PRÓ- SHAPE,93.62
COPACABANA,ESTÉTICA,Julho,PRÓ-SHAPE,94.0
COPACABANA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,85.0
COPACABANA,ESTÉTICA,Junho,CARBOXITERAPIA,99.0
COPACABANA,ESTÉTICA,Junho,CRIOLIPÓLISE,365.0
COPACABANA,ESTÉTICA,Junho,DRENAGEM,85.57
COPACABANA,ESTÉTICA,Junho,DRENAGEM 30 MIN,51.62
COPACABANA,ESTÉTICA,Junho,HECCUS,87.65
COPACABANA,ESTÉTICA,Junho,LIMPEZA DE PELE,60.42
COPACABANA,ESTÉTICA,Junho,PEELING DE DIAMANTE,131.0
COPACABANA,ESTÉTICA,Junho,PRÓ- SHAPE,90.0
COPACABANA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,99.5
COPACABANA,ESTÉTICA,Maio,CARBOXITERAPIA,75.0
COPACABANA,ESTÉTICA,Maio,DRENAGEM,86.7
COPACABANA,ESTÉTICA,Maio,DRENAGEM 30 MIN,59.0
COPACABANA,ESTÉTICA,Maio,HECCUS,94.79
COPACABANA,ESTÉTICA,Maio,LIMPEZA DE PELE,66.69
COPACABANA,ESTÉTICA,Maio,PRÓ- SHAPE,97.5
COPACABANA,ESTÉTICA,Março,CARBOXITERAPIA,92.37
COPACABANA,ESTÉTICA,Março,DRENAGEM,86.31
COPACABANA,ESTÉTICA,Março,DRENAGEM 30 MIN,57.33
COPACABANA,ESTÉTICA,Março,HECCUS,81.5
COPACABANA,ESTÉTICA,Março,LIMPEZA DE PELE,80.3
COPACABANA,ESTÉTICA,Março,PRÓ- SHAPE,89.0
COPACABANA,ESTÉTICA,Março,PRÓ-SHAPE,130.0
COPACABANA,ESTÉTICA,Março,RADIOFREQUÊNCIA,118.87
COPACABANA,ESTÉTICA,Novembro,CARBOXITERAPIA,90.82
COPACABANA,ESTÉTICA,Novembro,CRIOLIPÓLISE,442.37
COPACABANA,ESTÉTICA,Novembro,DRENAGEM,88.13
COPACABANA,ESTÉTICA,Novembro,DRENAGEM 30 MIN,59.0
COPACABANA,ESTÉTICA,Novembro,HECCUS,87.67
COPACABANA,ESTÉTICA,Novembro,LIMPEZA DE PELE,50.0
COPACABANA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,100.0
COPACABANA,ESTÉTICA,Novembro,PRÓ- SHAPE,88.41
COPACABANA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,94.35
COPACABANA,ESTÉTICA,Outubro,CARBOXITERAPIA,108.67
COPACABANA,ESTÉTICA,Outubro,CRIOLIPÓLISE,442.31
COPACABANA,ESTÉTICA,Outubro,DRENAGEM,108.7
COPACABANA,ESTÉTICA,Outubro,DRENAGEM 30 MIN,59.0
COPACABANA,ESTÉTICA,Outubro,HECCUS,86.88
COPACABANA,ESTÉTICA,Outubro,HIDRATAÇÃO,59.0
COPACABANA,ESTÉTICA,Outubro,LIMPEZA DE PELE,90.31
COPACABANA,ESTÉTICA,Outubro,PEELING DE DIAMANTE,117.0
COPACABANA,ESTÉTICA,Outubro,PRÓ- SHAPE,99.0
COPACABANA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,91.21
COPACABANA,ESTÉTICA,Setembro,CARBOXITERAPIA,88.33
COPACABANA,ESTÉTICA,Setembro,CRIOLIPÓLISE,350.92
COPACABANA,ESTÉTICA,Setembro,DRENAGEM,96.72
COPACABANA,ESTÉTICA,Setembro,DRENAGEM 30 MIN,59.0
COPACABANA,ESTÉTICA,Setembro,HECCUS,89.53
COPACABANA,ESTÉTICA,Setembro,HIDRATAÇÃO,59.0
COPACABANA,ESTÉTICA,Setembro,LIMPEZA DE PELE,90.0
COPACABANA,ESTÉTICA,Setembro,PEELING DE DIAMANTE,120.0
COPACABANA,ESTÉTICA,Setembro,PRÓ- SHAPE,99.98
COPACABANA,ESTÉTICA,Setembro,PRÓ-SHAPE,99.0
COPACABANA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,99.0
COPACABANA,LAVIEEN,Agosto,LAVIEEN,401.19
COPACABANA,LAVIEEN,Agosto,PRÓ-SÉRUM,150.0
COPACABANA,LAVIEEN,Fevereiro,LAVIEEN,414.27
COPACABANA,LAVIEEN,Janeiro,LAVIEEN,400.89
COPACABANA,LAVIEEN,Julho,LAVIEEN,406.8
COPACABANA,LAVIEEN,Julho,PRÓ-SÉRUM,150.0
COPACABANA,LAVIEEN,Junho,LAVIEEN,372.43
COPACABANA,LAVIEEN,Junho,PRÓ-SÉRUM,150.0
COPACABANA,LAVIEEN,Maio,LAVIEEN,442.69
COPACABANA,LAVIEEN,Maio,PRÓ-SÉRUM,150.0
COPACABANA,LAVIEEN,Março,LAVIEEN,433.42
COPACABANA,LAVIEEN,Novembro,LAVIEEN,295.76
COPACABANA,LAVIEEN,Novembro,PRÓ-SÉRUM,150.0
COPACABANA,LAVIEEN,Outubro,LAVIEEN,395.1
COPACABANA,LAVIEEN,Outubro,PRÓ-SÉRUM,150.0
COPACABANA,LAVIEEN,Setembro,LAVIEEN,375.11
COPACABANA,LAVIEEN,Setembro,PRÓ-SÉRUM,150.0
COPACABANA,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,559.67
COPACABANA,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,812.23
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 CICATRIZ,353.33
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 OLHEIRAS,0.01
COPACABANA,MEDICINA ESTÉTICA,Agosto,CO2 ROSTO,485.56
COPACABANA,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,463.33
COPACABANA,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,217.33
COPACABANA,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,812.0
COPACABANA,MEDICINA ESTÉTICA,Agosto,PRÓ-BELLA,290.0
COPACABANA,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,198.0
COPACABANA,MEDICINA ESTÉTICA,Agosto,RADIESSE,1525.0
COPACABANA,MEDICINA ESTÉTICA,Agosto,SCULPTRA,1802.62
COPACABANA,MEDICINA ESTÉTICA,Agosto,SECAGEM,190.0
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,590.0
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,855.95
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,433.33
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 COLO,500.0
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 MÃOS,500.0
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,690.0
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,440.0
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,203.33
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,814.45
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,201.33
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,1533.33
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,1874.0
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,190.0
COPACABANA,MEDICINA ESTÉTICA,Janeiro,BOTOX LIGHT,645.0
COPACABANA,MEDICINA ESTÉTICA,Janeiro,BOTOX POWER,898.58
COPACABANA,MEDICINA ESTÉTICA,Janeiro,CO2 CICATRIZ,450.0
COPACABANA,MEDICINA ESTÉTICA,Janeiro,CO2 COLO,400.0
COPACABANA,MEDICINA ESTÉTICA,Janeiro,CO2 ROSTO,757.78
COPACABANA,MEDICINA ESTÉTICA,Janeiro,PEELING QUÍMICO,208.0
COPACABANA,MEDICINA ESTÉTICA,Janeiro,PREENCHIMENTO,922.91
COPACABANA,MEDICINA ESTÉTICA,Janeiro,PRÓ-LIPO,199.49
COPACABANA,MEDICINA ESTÉTICA,Janeiro,RADIESSE,1500.0
COPACABANA,MEDICINA ESTÉTICA,Janeiro,SCULPTRA,1864.29
COPACABANA,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,544.5
COPACABANA,MEDICINA ESTÉTICA,Julho,BOTOX POWER,848.12
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 CICATRIZ,398.33
COPACABANA,MEDICINA ESTÉTICA,Julho,CO2 ROSTO,463.33
COPACABANA,MEDICINA ESTÉTICA,Julho,DERMAROLLER,482.37
COPACABANA,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,216.08
COPACABANA,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,786.2
COPACABANA,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,184.5
COPACABANA,MEDICINA ESTÉTICA,Julho,RADIESSE,1650.0
COPACABANA,MEDICINA ESTÉTICA,Julho,SCULPTRA,1832.1
COPACABANA,MEDICINA ESTÉTICA,Julho,SECAGEM,155.0
COPACABANA,MEDICINA ESTÉTICA,Junho,BOTOX POWER,829.9
COPACABANA,MEDICINA ESTÉTICA,Junho,CO2 CICATRIZ,405.42
COPACABANA,MEDICINA ESTÉTICA,Junho,CO2 COLO,432.33
COPACABANA,MEDICINA ESTÉTICA,Junho,CO2 MÃOS,321.05
COPACABANA,MEDICINA ESTÉTICA,Junho,CO2 PESCOÇO,469.92
COPACABANA,MEDICINA ESTÉTICA,Junho,CO2 ROSTO,455.92
COPACABANA,MEDICINA ESTÉTICA,Junho,DERMAROLLER,348.33
COPACABANA,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,187.5
COPACABANA,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,828.77
COPACABANA,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,190.75
COPACABANA,MEDICINA ESTÉTICA,Junho,RADIESSE,1500.0
COPACABANA,MEDICINA ESTÉTICA,Junho,SCULPTRA,1836.67
COPACABANA,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,540.0
COPACABANA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,843.32
COPACABANA,MEDICINA ESTÉTICA,Maio,CO2 CICATRIZ,372.08
COPACABANA,MEDICINA ESTÉTICA,Maio,CO2 ROSTO,463.33
COPACABANA,MEDICINA ESTÉTICA,Maio,DERMAROLLER,590.0
COPACABANA,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,834.71
COPACABANA,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,180.0
COPACABANA,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,200.6
COPACABANA,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,180.0
COPACABANA,MEDICINA ESTÉTICA,Maio,RADIESSE,1520.0
COPACABANA,MEDICINA ESTÉTICA,Maio,SCULPTRA,1812.19
COPACABANA,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,590.0
COPACABANA,MEDICINA ESTÉTICA,Março,BOTOX POWER,837.54
COPACABANA,MEDICINA ESTÉTICA,Março,CO2 CICATRIZ,500.0
COPACABANA,MEDICINA ESTÉTICA,Março,CO2 ROSTO,1200.0
COPACABANA,MEDICINA ESTÉTICA,Março,DERMAROLLER,414.76
COPACABANA,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,230.0
COPACABANA,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,968.4
COPACABANA,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,200.0
COPACABANA,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,192.86
COPACABANA,MEDICINA ESTÉTICA,Março,PRÓ-MESO,188.89
COPACABANA,MEDICINA ESTÉTICA,Março,RADIESSE,1596.67
COPACABANA,MEDICINA ESTÉTICA,Março,SCULPTRA,1886.61
COPACABANA,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,450.0
COPACABANA,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,763.66
COPACABANA,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,487.33
COPACABANA,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,320.0
COPACABANA,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,202.67
COPACABANA,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,794.1
COPACABANA,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,166.33
COPACABANA,MEDICINA ESTÉTICA,Novembro,RADIESSE,1400.0
COPACABANA,MEDICINA ESTÉTICA,Novembro,SCULPTRA,1711.02
COPACABANA,MEDICINA ESTÉTICA,Novembro,SECAGEM,95.0
COPACABANA,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,490.0
COPACABANA,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,833.41
COPACABANA,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,553.75
COPACABANA,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,360.0
COPACABANA,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,183.33
COPACABANA,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,829.33
COPACABANA,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,202.5
COPACABANA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,1794.14
COPACABANA,MEDICINA ESTÉTICA,Outubro,SECAGEM,154.25
COPACABANA,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,556.67
COPACABANA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,824.02
COPACABANA,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,463.33
COPACABANA,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,234.0
COPACABANA,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,812.38
COPACABANA,MEDICINA ESTÉTICA,Setembro,PRÓ-BELLA,199.0
COPACABANA,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,196.69
COPACABANA,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,190.0
COPACABANA,MEDICINA ESTÉTICA,Setembro,RADIESSE,1500.0
COPACABANA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,1800.0
COPACABANA,MEDICINA ESTÉTICA,Setembro,SECAGEM,190.0
COPACABANA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,1675.79
COPACABANA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,2328.75
COPACABANA,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,690.0
COPACABANA,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,673.03
COPACABANA,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,1245.0
COPACABANA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,1708.0
COPACABANA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2380.0
COPACABANA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,756.67
COPACABANA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,1200.0
COPACABANA,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE,1956.11
COPACABANA,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE + PESCOÇO,2695.2
COPACABANA,ULTRAFORMER_III,Janeiro,ULTRAFORMER GLUTEO,1600.0
COPACABANA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PAPADA,990.0
COPACABANA,ULTRAFORMER_III,Julho,ULTRAFORMER BRAÇO,1650.0
COPACABANA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,1705.15
COPACABANA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,2385.0
COPACABANA,ULTRAFORMER_III,Julho,ULTRAFORMER GLUTEO,1600.0
COPACABANA,ULTRAFORMER_III,Julho,ULTRAFORMER INTERNO COXA,1600.0
COPACABANA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,690.0
COPACABANA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,691.67
COPACABANA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1190.0
COPACABANA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,1695.22
