Unidade,Grupo,Mês venda,Procedimentos Padronizados,Valor liquido item,Margem de Contribuição (R$),Margem de Contribuição (%)
CAMPINAS,ESTÉTICA,Agosto,CRIOLIPÓLISE,5359.0,2129.52,39.73723829072588
CAMPINAS,ESTÉTICA,Agosto,DRENAGEM,6767.0,2576.28,38.07125461799912
CAMPINAS,ESTÉTICA,Agosto,HECCUS,297.0,144.7,48.721818181818186
CAMPINAS,ESTÉTICA,Agosto,LIMPEZA DE PELE,3420.0,902.35,26.384444444444448
CAMPINAS,ESTÉTICA,Agosto,PRÓ-SHAPE,3960.0,1205.38,30.4389898989899
CAMPINAS,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,790.0,270.77,34.27417721518988
CAMPINAS,ESTÉTICA,Fevereiro,CARBOXITERAPIA,142.0,76.05,53.55408450704224
CAMPINAS,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,440.0,207.21,47.09227272727273
CAMPINAS,ESTÉTICA,Fevereiro,DRENAGEM,4159.4,1488.54,35.78739145069001
CAMPINAS,ESTÉTICA,Fevereiro,HECCUS,2772.0,1350.57,48.721818181818186
CAMPINAS,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,4818.0,338.64,7.028584474885845
CAMPINAS,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,406.6,188.69,46.405715691096894
CAMPINAS,ESTÉTICA,Julho,CARBOXITERAPIA,596.4,300.1,50.318672032193156
CAMPINAS,ESTÉTICA,Julho,CRIOLIPÓLISE,2430.0,888.76,36.57456790123457
CAMPINAS,ESTÉTICA,Julho,DRENAGEM,426.0,213.77,50.18084507042253
CAMPINAS,ESTÉTICA,Julho,LIMPEZA DE PELE,3800.0,773.0,20.342105263157897
CAMPINAS,ESTÉTICA,Junho,CARBOXITERAPIA,2959.0,1363.68,46.08579249746536
CAMPINAS,ESTÉTICA,Junho,CRIOLIPÓLISE,3300.0,1192.95,36.15
CAMPINAS,ESTÉTICA,Junho,DRENAGEM,447.0,199.67,44.66975391498881
CAMPINAS,ESTÉTICA,Junho,HECCUS,495.0,241.17,48.721818181818186
CAMPINAS,ESTÉTICA,Junho,LIMPEZA DE PELE,4810.0,650.91,13.532515592515596
CAMPINAS,ESTÉTICA,Junho,PRÓ- SHAPE,2225.0,854.92,38.42314606741573
CAMPINAS,ESTÉTICA,Maio,CARBOXITERAPIA,1586.0,732.84,46.2070870113493
CAMPINAS,ESTÉTICA,Maio,CRIOLIPÓLISE,1650.0,544.89,33.02363636363636
CAMPINAS,ESTÉTICA,Maio,DRENAGEM,3264.0,1232.76,37.768247549019605
CAMPINAS,ESTÉTICA,Maio,HECCUS,497.0,242.58,48.80961770623743
CAMPINAS,ESTÉTICA,Maio,LIMPEZA DE PELE,5420.0,882.51,16.282435424354247
CAMPINAS,ESTÉTICA,Maio,PRÓ- SHAPE,525.0,171.84,32.730476190476196
CAMPINAS,ESTÉTICA,Março,CARBOXITERAPIA,597.0,179.92,30.13798994974875
CAMPINAS,ESTÉTICA,Março,CRIOLIPÓLISE,2800.0,943.42,33.69357142857143
CAMPINAS,ESTÉTICA,Março,DRENAGEM,4898.4,1720.73,35.12843704066634
CAMPINAS,ESTÉTICA,Março,DRENAGEM 30 MIN,2778.0,1131.12,40.71710583153347
CAMPINAS,ESTÉTICA,Março,HECCUS,2643.0,1237.97,46.83965947786607
CAMPINAS,ESTÉTICA,Março,LIMPEZA DE PELE,3950.0,600.63,15.205822784810131
CAMPINAS,ESTÉTICA,Março,PEELING DE DIAMANTE,228.6,95.83,41.92232720909886
CAMPINAS,ESTÉTICA,Março,PRÓ- SHAPE,150.0,66.11,44.07333333333333
CAMPINAS,ESTÉTICA,Março,PRÓ-SHAPE,2000.0,616.8,30.84
CAMPINAS,ESTÉTICA,Março,RADIOFREQUÊNCIA,796.0,275.0,34.54753768844222
CAMPINAS,ESTÉTICA,Novembro,CRIOLIPÓLISE,5380.0,2969.69,55.19873605947956
CAMPINAS,ESTÉTICA,Novembro,DRENAGEM,1485.0,613.87,41.33797979797979
CAMPINAS,ESTÉTICA,Novembro,HECCUS,1955.0,925.46,47.33795396419438
CAMPINAS,ESTÉTICA,Novembro,LIMPEZA DE PELE,1840.0,-132.7,-7.212173913043479
CAMPINAS,ESTÉTICA,Novembro,PRÓ- SHAPE,2240.0,587.6,26.231964285714287
CAMPINAS,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,800.0,335.12,41.89
CAMPINAS,ESTÉTICA,Outubro,CARBOXITERAPIA,776.0,354.43,45.674020618556696
CAMPINAS,ESTÉTICA,Outubro,CRIOLIPÓLISE,7370.0,3238.57,43.94257801899593
CAMPINAS,ESTÉTICA,Outubro,DRENAGEM,5199.0,2106.23,40.51230236583959
CAMPINAS,ESTÉTICA,Outubro,DRENAGEM 30 MIN,590.0,243.59,41.28576271186441
CAMPINAS,ESTÉTICA,Outubro,HECCUS,274.0,150.08,54.773576642335776
CAMPINAS,ESTÉTICA,Outubro,LIMPEZA DE PELE,1530.0,403.68,26.384444444444444
CAMPINAS,ESTÉTICA,Outubro,PRÓ-SHAPE,1900.0,546.26,28.75052631578947
CAMPINAS,ESTÉTICA,Setembro,CARBOXITERAPIA,250.0,103.99,41.596
CAMPINAS,ESTÉTICA,Setembro,CRIOLIPÓLISE,3325.0,1313.76,39.511428571428574
CAMPINAS,ESTÉTICA,Setembro,DRENAGEM,3360.0,1502.84,44.727500000000006
CAMPINAS,ESTÉTICA,Setembro,DRENAGEM 30 MIN,590.0,243.59,41.28576271186441
CAMPINAS,ESTÉTICA,Setembro,HECCUS,1250.0,600.95,48.076
CAMPINAS,ESTÉTICA,Setembro,LIMPEZA DE PELE,1530.0,403.68,26.384444444444448
CAMPINAS,ESTÉTICA,Setembro,PRÓ- SHAPE,1100.0,458.34,41.66727272727273
CAMPINAS,ESTÉTICA,Setembro,PRÓ-SHAPE,990.0,301.35,30.4389898989899
CAMPINAS,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,990.0,411.85,41.60060606060606
CAMPINAS,LAVIEEN,Abril,LAVIEEN,12137.0,5078.44,41.8426283266046
CAMPINAS,LAVIEEN,Agosto,LAVIEEN,15800.0,6404.57,40.53525316455697
CAMPINAS,LAVIEEN,Agosto,PRÓ-SÉRUM,150.0,38.57,25.71333333333334
CAMPINAS,LAVIEEN,Fevereiro,LAVIEEN,19096.0,9697.07,50.78062630917469
CAMPINAS,LAVIEEN,Julho,LAVIEEN,17066.0,7394.36,43.32799953123169
CAMPINAS,LAVIEEN,Julho,PRÓ-SÉRUM,450.0,115.71,25.71333333333334
CAMPINAS,LAVIEEN,Junho,LAVIEEN,21990.0,8739.25,39.74190995907231
CAMPINAS,LAVIEEN,Maio,LAVIEEN,14837.0,5918.77,39.89195794298039
CAMPINAS,LAVIEEN,Maio,PRÓ-SÉRUM,300.0,77.14,25.71333333333334
CAMPINAS,LAVIEEN,Março,LAVIEEN,16431.0,7817.18,47.57578601424138
CAMPINAS,LAVIEEN,Novembro,LAVIEEN,4800.0,1934.67,40.305625
CAMPINAS,LAVIEEN,Outubro,LAVIEEN,10840.0,5034.29,46.441752767527674
CAMPINAS,LAVIEEN,Setembro,LAVIEEN,9570.0,4041.68,42.23278996865204
CAMPINAS,LAVIEEN,Setembro,PRÓ-SÉRUM,150.0,38.57,25.71333333333334
CAMPINAS,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,1830.0,803.5,43.90721311475409
CAMPINAS,MEDICINA ESTÉTICA,Abril,BOTOX POWER,19065.0,6676.41,35.01920272751116
CAMPINAS,MEDICINA ESTÉTICA,Abril,DERMAROLLER,1000.0,358.96,35.896
CAMPINAS,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,1060.0,591.02,55.75698113207547
CAMPINAS,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,23552.0,8275.18,35.135788043478264
CAMPINAS,MEDICINA ESTÉTICA,Abril,PRÓ-BELLA,500.0,218.5,43.7
CAMPINAS,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,3670.0,1883.15,51.31193460490464
CAMPINAS,MEDICINA ESTÉTICA,Abril,RADIESSE,7700.0,1575.68,20.46337662337663
CAMPINAS,MEDICINA ESTÉTICA,Abril,SCULPTRA,9000.0,1177.7,13.085555555555553
CAMPINAS,MEDICINA ESTÉTICA,Abril,SECAGEM,665.0,356.59,53.6227067669173
CAMPINAS,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,3158.0,1252.89,39.67362887903736
CAMPINAS,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,36636.0,12298.95,33.57068020526259
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,27473.0,9849.85,35.85285261893496
CAMPINAS,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,1000.0,497.85,49.785000000000004
CAMPINAS,MEDICINA ESTÉTICA,Agosto,RADIESSE,3000.0,573.84,19.128000000000007
CAMPINAS,MEDICINA ESTÉTICA,Agosto,SCULPTRA,20300.0,2943.64,14.500689655172414
CAMPINAS,MEDICINA ESTÉTICA,Agosto,SECAGEM,459.0,233.78,50.9321568627451
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,700.0,331.32,47.33142857142857
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,16447.0,6060.95,36.85142457591051
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,1365.0,395.15,28.948791208791206
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,1500.0,310.38,20.692
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,590.0,300.71,50.967118644067796
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,290.0,173.23,59.73310344827587
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,13160.0,5113.86,38.859148936170214
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,220.0,88.09,40.040000000000006
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,8732.8,4375.19,50.10062202271895
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,3800.0,1138.16,29.95157894736843
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,8400.0,1788.64,21.293333333333333
CAMPINAS,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,760.0,446.1,58.697894736842116
CAMPINAS,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,1099.0,450.31,40.97494085532302
CAMPINAS,MEDICINA ESTÉTICA,Julho,BOTOX POWER,22237.0,7374.84,33.16472455816882
CAMPINAS,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,580.0,346.45,59.73310344827587
CAMPINAS,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,14728.0,5028.73,34.1440195545899
CAMPINAS,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,5400.0,2646.88,49.01629629629631
CAMPINAS,MEDICINA ESTÉTICA,Julho,RADIESSE,4600.0,931.3,20.245652173913047
CAMPINAS,MEDICINA ESTÉTICA,Julho,SCULPTRA,9100.0,1248.24,13.716923076923074
CAMPINAS,MEDICINA ESTÉTICA,Julho,SECAGEM,1694.0,879.95,51.94495867768596
CAMPINAS,MEDICINA ESTÉTICA,Junho,BOTOX POWER,20200.0,6861.4,33.96732673267328
CAMPINAS,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,17286.0,6237.54,36.08437116741872
CAMPINAS,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,1900.0,925.16,48.69263157894737
CAMPINAS,MEDICINA ESTÉTICA,Junho,RADIESSE,3300.0,785.46,23.80181818181819
CAMPINAS,MEDICINA ESTÉTICA,Junho,SCULPTRA,9820.0,1756.13,17.88317718940937
CAMPINAS,MEDICINA ESTÉTICA,Junho,SECAGEM,399.0,213.95,53.622706766917304
CAMPINAS,MEDICINA ESTÉTICA,Maio,BOTOX POWER,26557.0,8575.25,32.28997175885831
CAMPINAS,MEDICINA ESTÉTICA,Maio,DERMAROLLER,413.0,175.85,42.57874092009685
CAMPINAS,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,1850.0,1054.27,56.987567567567574
CAMPINAS,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,14697.0,5602.46,38.11977818602437
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,1615.0,807.14,49.977770897832826
CAMPINAS,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,1000.0,476.3,47.63
CAMPINAS,MEDICINA ESTÉTICA,Maio,RADIESSE,4900.0,1142.92,23.32489795918368
CAMPINAS,MEDICINA ESTÉTICA,Maio,SCULPTRA,31000.0,4286.34,13.82690322580645
CAMPINAS,MEDICINA ESTÉTICA,Maio,SECAGEM,2643.0,1459.37,55.21650397275823
CAMPINAS,MEDICINA ESTÉTICA,Março,BOTOX POWER,22788.0,8071.34,35.419234684921896
CAMPINAS,MEDICINA ESTÉTICA,Março,CO2 ROSTO,1500.0,310.38,20.692
CAMPINAS,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,13475.0,5336.06,39.599740259740265
CAMPINAS,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,2465.0,1323.71,53.70024340770792
CAMPINAS,MEDICINA ESTÉTICA,Março,PRÓ-MESO,3000.0,1428.9,47.63
CAMPINAS,MEDICINA ESTÉTICA,Março,SCULPTRA,2200.0,517.7,23.531818181818185
CAMPINAS,MEDICINA ESTÉTICA,Março,SECAGEM,850.0,487.09,57.30470588235295
CAMPINAS,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,13960.0,4614.44,33.054756446991405
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,30419.0,10438.96,34.31724448535455
CAMPINAS,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,5140.0,2546.5,49.54272373540857
CAMPINAS,MEDICINA ESTÉTICA,Novembro,RADIESSE,1600.0,357.46,22.341250000000006
CAMPINAS,MEDICINA ESTÉTICA,Novembro,SCULPTRA,7400.0,1083.24,14.638378378378375
CAMPINAS,MEDICINA ESTÉTICA,Novembro,UP BUMBUM,10600.0,2266.84,21.38528301886793
CAMPINAS,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,2189.0,894.28,40.85338510735495
CAMPINAS,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,22278.0,7403.76,33.23350929167789
CAMPINAS,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,1080.0,466.75,43.21777777777779
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,22567.0,8175.96,36.229723933176764
CAMPINAS,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,3330.0,1643.31,49.34870870870872
CAMPINAS,MEDICINA ESTÉTICA,Outubro,RADIESSE,3600.0,997.08,27.696666666666676
CAMPINAS,MEDICINA ESTÉTICA,Outubro,SCULPTRA,1800.0,235.54,13.085555555555553
CAMPINAS,MEDICINA ESTÉTICA,Outubro,SECAGEM,2980.0,1449.59,48.64402684563759
CAMPINAS,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,1100.0,451.02,41.00181818181818
CAMPINAS,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,18129.0,6016.16,33.185264493353195
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,980.0,565.93,57.74816326530613
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,18060.0,6187.92,34.26314507198229
CAMPINAS,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,5930.0,2937.72,49.54000000000001
CAMPINAS,MEDICINA ESTÉTICA,Setembro,SCULPTRA,14900.0,2237.02,15.013557046979868
CAMPINAS,MEDICINA ESTÉTICA,Setembro,SECAGEM,550.0,275.47,50.08545454545455
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,13440.0,3595.62,26.75309523809524
CAMPINAS,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,3160.0,963.46,30.489367088607594
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,13860.0,3891.88,28.079971139971143
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,2900.0,787.54,27.15655172413794
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,4801.0,1283.53,26.73454280358259
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,3760.0,1436.7,38.21021276595745
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,6279.0,2151.13,34.259063545150504
CAMPINAS,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,3300.0,938.46,28.438181818181825
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,7580.0,2404.45,31.72100263852243
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2500.0,744.42,29.77680000000001
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,1980.0,910.45,45.982424242424244
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,2670.0,1124.06,42.099550561797756
CAMPINAS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,1500.0,594.98,39.66533333333334
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,6970.0,1974.16,28.323644189383074
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,3480.0,1196.67,34.38712643678162
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,1380.0,487.21,35.30521739130435
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,690.0,233.61,33.85594202898551
CAMPINAS,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1000.0,242.28,24.228
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,18640.0,5056.84,27.128948497854076
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,1090.0,282.65,25.930825688073394
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,8326.0,2835.72,34.05861638241653
CAMPINAS,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,4510.0,1328.87,29.465055432372512
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,18520.0,4972.19,26.84766738660907
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,2534.73,768.92,30.335323367774876
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,4700.0,1632.9,34.742553191489364
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,3462.0,1226.49,35.42734835355286
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,5758.0,2036.73,35.37223341437999
CAMPINAS,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,975.0,224.65,23.040512820512824
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,6760.0,1826.02,27.012189349112425
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,1380.0,487.21,35.30521739130435
CAMPINAS,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,1380.0,467.21,33.85594202898551
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,8360.0,2219.04,26.543588516746414
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,2200.0,532.8,24.218181818181826
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,1000.0,284.78,28.478
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,1480.0,557.75,37.685945945945946
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,690.0,233.61,33.85594202898551
CAMPINAS,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,5200.0,1352.48,26.009230769230772
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,10500.0,2992.98,28.504571428571435
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,2200.0,532.8,24.218181818181826
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,3450.0,1218.03,35.305217391304346
CAMPINAS,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,3450.0,1168.03,33.85594202898552
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,5130.0,1411.84,27.521286549707607
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,5270.0,2015.62,38.24702087286528
CAMPINAS,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,1390.0,474.27,34.11985611510792
COPACABANA,ESTÉTICA,Abril,CARBOXITERAPIA,8580.0,3760.93,43.8337062937063
COPACABANA,ESTÉTICA,Abril,CRIOLIPÓLISE,1960.0,969.9,49.48489795918367
COPACABANA,ESTÉTICA,Abril,DRENAGEM,20710.0,7150.05,34.52464509898599
COPACABANA,ESTÉTICA,Abril,DRENAGEM 30 MIN,118.0,48.72,41.2857627118644
COPACABANA,ESTÉTICA,Abril,HECCUS,7600.0,3309.04,43.54
COPACABANA,ESTÉTICA,Abril,LIMPEZA DE PELE,3885.0,316.34,8.142574002574003
COPACABANA,ESTÉTICA,Abril,PEELING DE DIAMANTE,300.0,113.49,37.83
COPACABANA,ESTÉTICA,Abril,PRÓ- SHAPE,2980.0,911.09,30.57355704697987
COPACABANA,ESTÉTICA,Abril,RADIOFREQUÊNCIA,2722.0,1060.6,38.963952975753124
COPACABANA,ESTÉTICA,Agosto,CARBOXITERAPIA,3690.0,1638.13,44.393658536585356
COPACABANA,ESTÉTICA,Agosto,CRIOLIPÓLISE,2340.0,1031.62,44.08615384615385
COPACABANA,ESTÉTICA,Agosto,DRENAGEM,21964.0,8063.54,36.712509561099985
COPACABANA,ESTÉTICA,Agosto,DRENAGEM 30 MIN,295.0,121.79,41.28576271186441
COPACABANA,ESTÉTICA,Agosto,HECCUS,4855.0,2258.32,46.515283213182286
COPACABANA,ESTÉTICA,Agosto,LIMPEZA DE PELE,4320.0,1139.81,26.384444444444444
COPACABANA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,400.0,184.03,46.00749999999999
COPACABANA,ESTÉTICA,Agosto,PRÓ- SHAPE,2230.0,699.64,31.374080717488788
COPACABANA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,4655.0,1736.54,37.30476906552095
COPACABANA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,2466.0,1064.16,43.153138686131385
COPACABANA,ESTÉTICA,Fevereiro,DRENAGEM,14494.01,5049.18,34.83635414905882
COPACABANA,ESTÉTICA,Fevereiro,DRENAGEM 30 MIN,354.0,146.15,41.2857627118644
COPACABANA,ESTÉTICA,Fevereiro,HECCUS,5491.01,2512.56,45.7576739798325
COPACABANA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,3685.0,-23.44,-0.636119402985075
COPACABANA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,4648.0,1846.2,39.720292598967305
COPACABANA,ESTÉTICA,Julho,CARBOXITERAPIA,2860.0,1173.24,41.02251748251749
COPACABANA,ESTÉTICA,Julho,CRIOLIPÓLISE,390.0,171.94,44.08615384615384
COPACABANA,ESTÉTICA,Julho,DRENAGEM,22049.0,8181.31,37.10515034695451
COPACABANA,ESTÉTICA,Julho,HECCUS,1720.0,781.29,45.423720930232555
COPACABANA,ESTÉTICA,Julho,HIDRATAÇÃO,227.0,67.49,29.729427312775332
COPACABANA,ESTÉTICA,Julho,LIMPEZA DE PELE,5759.0,1240.86,21.54642472651502
COPACABANA,ESTÉTICA,Julho,PEELING DE DIAMANTE,312.0,121.95,39.088076923076926
COPACABANA,ESTÉTICA,Julho,PRÓ- SHAPE,2490.0,684.55,27.49180722891566
COPACABANA,ESTÉTICA,Julho,PRÓ-SHAPE,1880.0,532.15,28.30595744680851
COPACABANA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,2410.0,840.51,34.87609958506225
COPACABANA,ESTÉTICA,Junho,CARBOXITERAPIA,990.0,457.15,46.17636363636363
COPACABANA,ESTÉTICA,Junho,CRIOLIPÓLISE,1750.0,718.6,41.06285714285714
COPACABANA,ESTÉTICA,Junho,DRENAGEM,25166.0,8558.72,34.009045537630136
COPACABANA,ESTÉTICA,Junho,DRENAGEM 30 MIN,1298.0,363.29,27.98838212634822
COPACABANA,ESTÉTICA,Junho,HECCUS,3633.0,1677.12,46.16345169281586
COPACABANA,ESTÉTICA,Junho,LIMPEZA DE PELE,3685.0,16.3,0.44230664857530627
COPACABANA,ESTÉTICA,Junho,PEELING DE DIAMANTE,262.0,119.39,45.570534351145035
COPACABANA,ESTÉTICA,Junho,PRÓ- SHAPE,1800.0,475.72,26.428888888888892
COPACABANA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,910.0,326.76,35.90813186813187
COPACABANA,ESTÉTICA,Maio,CARBOXITERAPIA,750.0,287.85,38.38
COPACABANA,ESTÉTICA,Maio,DRENAGEM,15822.0,5407.75,34.17866767791683
COPACABANA,ESTÉTICA,Maio,DRENAGEM 30 MIN,767.0,316.66,41.28576271186441
COPACABANA,ESTÉTICA,Maio,HECCUS,6570.0,3100.88,47.197534246575344
COPACABANA,ESTÉTICA,Maio,LIMPEZA DE PELE,3164.0,125.67,3.9717319848293307
COPACABANA,ESTÉTICA,Maio,PRÓ- SHAPE,2800.0,784.12,28.00428571428572
COPACABANA,ESTÉTICA,Março,CARBOXITERAPIA,9672.0,4121.19,42.609478908188585
COPACABANA,ESTÉTICA,Março,DRENAGEM,18964.0,6525.54,34.4101223370597
COPACABANA,ESTÉTICA,Março,DRENAGEM 30 MIN,3424.0,1327.91,38.78240654205607
COPACABANA,ESTÉTICA,Março,HECCUS,3260.0,1435.6,44.036932515337426
COPACABANA,ESTÉTICA,Março,LIMPEZA DE PELE,3710.0,749.25,20.195525606469005
COPACABANA,ESTÉTICA,Março,PRÓ- SHAPE,1780.0,461.61,25.933258426966297
COPACABANA,ESTÉTICA,Março,PRÓ-SHAPE,1300.0,520.02,40.00153846153846
COPACABANA,ESTÉTICA,Março,RADIOFREQUÊNCIA,2749.0,936.39,34.063099308839575
COPACABANA,ESTÉTICA,Novembro,CARBOXITERAPIA,1830.0,808.48,44.179344262295075
COPACABANA,ESTÉTICA,Novembro,CRIOLIPÓLISE,7578.0,3488.46,46.03406175771971
COPACABANA,ESTÉTICA,Novembro,DRENAGEM,11371.0,4176.07,36.72564770029022
COPACABANA,ESTÉTICA,Novembro,DRENAGEM 30 MIN,472.0,194.87,41.2857627118644
COPACABANA,ESTÉTICA,Novembro,HECCUS,495.0,241.17,48.721818181818186
COPACABANA,ESTÉTICA,Novembro,LIMPEZA DE PELE,7300.0,-652.62,-8.939999999999998
COPACABANA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,100.0,37.83,37.83
COPACABANA,ESTÉTICA,Novembro,PRÓ- SHAPE,2190.0,671.43,30.65872146118722
COPACABANA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,1822.0,740.89,40.66349066959385
COPACABANA,ESTÉTICA,Outubro,CARBOXITERAPIA,1982.0,891.58,44.98399596367305
COPACABANA,ESTÉTICA,Outubro,CRIOLIPÓLISE,14910.0,6700.22,44.937786720321924
